ID	CRIME_LOCATION	CRIME_LATLONG	DEFENDANT_HOME	DEFENDANT_HOME_LATLONG
t18280529-170	Stepney	"51.517402,-0.046219"		
t18280529-170	Stepney	"51.517402,-0.046219"		
t18280529-172	Regent's-park	"51.530293,-0.153795"		
t18280529-173				
t18280529-174				
t18280529-175	Edgware-road	"51.516349,-0.164758"		
t18280529-176	"Blue-anchor yard, Whitechapel"	"51.51382,-0.06583"		
t18280529-178	"Whitmore-row, Hoxton"	"51.53544,-0.08841"		
t18280529-180	Bond-street	"51.51433,-0.148999"		
t18280529-182	Whitecross-street	"51.521127,-0.092379"		
t18280529-183	Battle-bridge	"51.505492,-0.083249"		
t18280529-185	"White Lion-street, Norton-folgate"	"51.50853,-0.12574"		
t18280529-187	"George-yard, Whitechapel"	"51.51382,-0.06583"		
t18280529-188	Worship-street	"51.522019,-0.082563"		
t18280529-193	Fulham	"51.474422,-0.206077"		
t18280529-196	City-road	"51.526217,-0.087834"		
t18280529-197	High Holborn	"51.517678,-0.118939"		
t18280529-198	Little Earl-street	"51.50853,-0.12574"		
t18280529-202	"Nelson-street, City-road"	"51.50853,-0.12574"		
t18280529-211	"Cobb's-yard, Petticoat-lane"	"51.50853,-0.12574"		
t18280529-212	"Cobb's-yard, Petticoat-lane"	"51.50853,-0.12574"		
t18280529-215	"Back-lane, St. George's in the East"	"51.52332,-0.03888"		
t18280529-217	"High-street, Mary-le-bone"	"51.52541,-0.16806"		
t18280529-22				
t18280529-220	Oxford-street	"51.513515,-0.157743"		
t18280529-225				
t18280529-23	Skinner-street	"51.526207,-0.106879"		
t18280529-230	Watford-heath	"51.632671,-0.299819"		
t18280529-234	"Bedford-court, Catherine-street"	"51.50853,-0.12574"		
t18280529-235	"Bulstrode-mews, Marylebone-lane"	"51.50853,-0.12574"		
t18280529-236	Conway-court	"51.394966,0.115803"		
t18280529-238	Bagnigge-wells-Road	"51.50853,-0.12574"		
t18280529-239	Hoxton	"51.532393,-0.086078"		
t18280529-24	"Castle inn, Wood-street"	"51.50853,-0.12574"		
t18280529-244	Hoares' wharf	"51.50853,-0.12574"		
t18280529-247	Leadenhall-street	"51.50853,-0.12574"		
t18280529-248	Bishopsgate-street	"51.50853,-0.12574"		
t18280529-249	Leadenhall-street	"51.50853,-0.12574"		
t18280529-25	"Beech-hill, near Barnet"	"51.65,-0.2"		
t18280529-251	Duke-street	"51.514161,-0.151359"		
t18280529-255	Fleet-market	"51.50853,-0.12574"		
t18280529-257	Smithfield	"51.508733,-0.072803"		
t18280529-258				
t18280529-26	"King-street, Brick-lane, Spitalfields"	"51.5202,-0.07436"		
t18280529-260	Ludgate-hill	"51.51397,-0.10236"		
t18280529-262	"Fore-street, City"	"51.61162,-0.065018"		
t18280529-266	"Farmer-street, Shadwell"	"51.51135,-0.05663"		
t18280529-267	St. Clement Danes	"51.513109,-0.113857"		
t18280529-267	St. Clement Danes	"51.513109,-0.113857"		
t18280529-33	"Fore-street, City"	"51.61162,-0.065018"		
t18280529-36	Fetter-lane	"51.50853,-0.12574"		
t18280529-45				
t18280529-53	"Turk's Head-court, Green Arbour-court, Golden-lane, St. Luke's, Middlesex"	"17.06667,-61.83333"		
t18280529-56				
t18280529-58				
t18280529-63	Cockspur-street	"51.507701,-0.130382"		
t18280529-64	Kensington-gardens	"51.506607,-0.180434"		
t18280529-65	Tottenham	"51.588341,-0.063042"		
t18280529-65	Tottenham	"51.588341,-0.063042"		
t18280529-67	Ratcliff-highway	"51.50853,-0.12574"		
t18280529-68	"skittle-ground, in Margaret-street, near the Regent's-park"	"51.50853,-0.12574"		
t18280529-69	Fulham	"51.474422,-0.206077"		
t18280529-70	Sun-court	"51.465316,0.186314"		
t18280529-71				
t18280529-72	North Audley-street	"51.513878,-0.153788"		
t18280529-75				
t18280529-76	Welling in Herts	"51.50853,-0.12574"		
t18280529-81				
t18280529-83				
t18280529-86				
t18280529-87	Charles-street	"51.474581,-0.381267"		
t18280529-88	"Kingsgate-street, Holborn"	"51.51753,-0.12045"		
t18280529-9	London-bridge	"51.507851,-0.087637"		
t18280529-90	Islington	"51.538429,-0.099905"		
t18280529-95	"Sackville-street, Piccadilly"	"51.50853,-0.12574"		
t18280529-96	Cornwall-street	"51.511423,-0.059426"		
t18280529-97	Cold-harbour-street	"51.50853,-0.12574"		
t18280529-98	Orchard-street	"51.515035,-0.154305"		
t18280529-99	City-road	"51.526217,-0.087834"		
t18280703-100	"Waterloo Arms publichouse, High-street, Mary-le-bone"	"51.52541,-0.16806"		
t18280703-101				
t18280703-113				
t18280703-117				
t18280703-119	"High-street, Portland-town"	"51.50853,-0.12574"		
t18280703-120				
t18280703-123	"High-street, Ratcliff"	"51.50853,-0.12574"		
t18280703-129	Bethnal Green-road	"51.523615,-0.077002"		
t18280703-130	Stafford-street	"51.508645,-0.141495"		
t18280703-131	Hanway-street	"51.516475,-0.132648"		
t18280703-132	White Lion-street	"51.532795,-0.107526"		
t18280703-133				
t18280703-135	Chiswell-street	"51.520606,-0.08863"		
t18280703-139				
t18280703-140	"Sharpes-alley, Cow-cross"	"51.50853,-0.12574"		
t18280703-141	"Raymond's-buildings, Gray's Inn"	"51.50853,-0.12574"		
t18280703-142	Bloomsbury	"51.523126,-0.126066"		
t18280703-15	Whitechapel	"51.518623,-0.062081"		
t18280703-150				
t18280703-153				
t18280703-154	St. Martin's-court	"51.510966,-0.127785"		
t18280703-157	"No. 21, Grosvenor-street, West"	"51.50853,-0.12574"		
t18280703-161				
t18280703-164				
t18280703-166				
t18280703-168				
t18280703-17	Wormwood-street	"51.50853,-0.12574"		
t18280703-173	Spitalfields	"51.519527,-0.07517"		
t18280703-177	Wapping	"51.505436,-0.058729"		
t18280703-181				
t18280703-185	Holborn-hill	"51.50853,-0.12574"		
t18280703-190				
t18280703-195				
t18280703-196	Cow-lane	"51.535291,-0.348537"		
t18280703-198	West-street	"51.368136,-0.167474"		
t18280703-199	Bishopsgate-street	"51.50853,-0.12574"		
t18280703-201	Bow-church-yard	"51.50853,-0.12574"		
t18280703-205	the Strand	"51.508421,-0.125853"		
t18280703-207	Gray's Inn-lane	"51.50853,-0.12574"		
t18280703-207	Gray's Inn-lane	"51.50853,-0.12574"		
t18280703-208				
t18280703-23	"Sweeting's-alley, Cornhill"	"51.51336,-0.08597"		
t18280703-26	Harrow	"51.596769,-0.337275"		
t18280703-28	St. Martin's in the Fields	"51.50853,-0.12574"		
t18280703-29	St. Magnus's church	"51.50853,-0.12574"		
t18280703-32	Skinner-street	"51.526207,-0.106879"		
t18280703-33	Fleet-street	"51.51348,-0.112117"		
t18280703-36	New London-bridge	"51.50821,-0.08763"		
t18280703-38	Long-lane	"51.498867,-0.08512"		
t18280703-51	"No. 16, Alfred-place"	"51.520588,-0.133349"		
t18280703-6	Salisbury-court	"51.495131,-0.064466"		
t18280703-6	Salisbury-court	"51.495131,-0.064466"		
t18280703-60	Stafford-street	"51.508645,-0.141495"		
t18280703-7	Martin's-lane	"51.50853,-0.12574"		
t18280703-71	Ratcliff-highway	"51.50853,-0.12574"		
t18280703-72	Stepney	"51.517402,-0.046219"		
t18280703-72	Stepney	"51.517402,-0.046219"		
t18280703-77	"No. 3, Mile-end-road"	"51.524798,-0.035629"		
t18280703-78				
t18280703-79	Shoreditch	"51.526669,-0.079893"		
t18280703-81				
t18280703-86				
t18280703-87				
t18280703-88				
t18280703-9	"Red Lion-street, Holborn"	"51.519142,-0.117001"		
t18280703-93	Wilsden	"51.50853,-0.12574"		
t18280703-94	Red Lion-street	"51.459622,-0.304531"		
t18280703-95	Duke of Gloucester public-house in Whitecross-street	"51.50853,-0.12574"		
t18280703-99	"No. 2, Angel-gardens"	"51.50853,-0.12574"		
t18280911-10				
t18280911-101	Jermyn-street	"51.508896,-0.135256"		
t18280911-102				
t18280911-103	Cabel-street	"51.50853,-0.12574"		
t18280911-104				
t18280911-105				
t18280911-106				
t18280911-108	Earl-street	"51.520699,-0.085051"		
t18280911-111	Gracechurch-street	"51.50853,-0.12574"		
t18280911-113	Aldersgate street	"51.51859,-0.09705"		
t18280911-116	Bartholomew-fair	"51.50853,-0.12574"		
t18280911-117	Inner Temple	"51.50853,-0.12574"		
t18280911-119	West India Export-dock	"51.50853,-0.12574"		
t18280911-12	Lad-lane	"51.50853,-0.12574"		
t18280911-124	"Wheatsheaf public-house, in Camdentown"	"51.50853,-0.12574"		
t18280911-128				
t18280911-13	London-bridge	"51.507851,-0.087637"		
t18280911-131				
t18280911-133	Hartshorn-court	"51.50853,-0.12574"		
t18280911-136	East Smithfield	"51.508733,-0.072803"		
t18280911-137	Commercial-road	"51.512961,-0.041822"		
t18280911-14	Newgate-street	"51.620793,0.014026"		
t18280911-144	Beech-street	"51.580931,0.170602"		
t18280911-155				
t18280911-158	Tower of London	"51.50809,-0.076208"		
t18280911-159	"Bromley, near Bow"	"51.52609,-0.01665"		
t18280911-16	"No. 5, Crown-court, White's-yard, Rosemary-lane, Whitechapel"	"51.51382,-0.06583"		
t18280911-160	Goswell-street-road	"51.50853,-0.12574"		
t18280911-162	"Queen's Head public-house, Hoxton"	"51.53544,-0.08841"		
t18280911-166	Regent-street	"51.509521,-0.13458"		
t18280911-167	Davies-street	"51.51024,-0.147147"		
t18280911-170				
t18280911-171	"Vigo-street, Regent-street"	"51.50853,-0.12574"		
t18280911-172				
t18280911-174	Finchley	"51.597325,-0.180559"		
t18280911-175	"No. 12, Hindon-street"	"51.50853,-0.12574"		
t18280911-176	"Marshal-street, Golden-square"	"51.50853,-0.12574"		
t18280911-189				
t18280911-191				
t18280911-192	"No. 5, Thrawl-street, Spitalfields"	"51.518141,-0.072417"		
t18280911-193	Long-alley	"51.50853,-0.12574"		
t18280911-199	"White Horse-street, Stepney"	"51.5175,-0.04292"		
t18280911-20				
t18280911-200	Ratcliff-highway	"51.50853,-0.12574"		
t18280911-206	"Pleasant-row, Mile-and Old-town, Stepney"	"51.5175,-0.04292"		
t18280911-210	"Well-street, Oxford-street"	"51.51475,-0.14608"		
t18280911-215				
t18280911-216				
t18280911-22	Newgate-market	"51.50853,-0.12574"		
t18280911-226	"Eagle-street, Red Lion-square"	"51.50853,-0.12574"		
t18280911-228	Charlotte-street Fitzroy-square	"51.50853,-0.12574"		
t18280911-230	Regent-crescent	"51.50853,-0.12574"		
t18280911-233	Highgate	"51.574432,-0.152684"		
t18280911-238				
t18280911-241	St. Pancras	"51.532121,-0.125863"		
t18280911-248	"George-street, at the top of Holborn"	"51.51753,-0.12045"		
t18280911-261	Wardour-street	"51.513967,-0.134335"		
t18280911-266	"Field-alley, Shadwell-market"	"51.50853,-0.12574"		
t18280911-267	Hornsey-road	"51.552774,-0.112148"		
t18280911-269	Bateman's-row	"51.525275,-0.078858"		
t18280911-281	"Crawford-street, Marylebone"	"51.51887,-0.164519"		
t18280911-285	"St. James'-street, Piccadilly, in182809110151the parish of St. James'"	"51.50853,-0.12574"		
t18280911-29	"Sinnot's dust-yard, in Coppice-row, Clerkenwell"	"51.52438,-0.11022"		
t18280911-290	Islington	"51.538429,-0.099905"		
t18280911-291	Suffolk-street	"51.55114,0.021231"		
t18280911-297	Clerkenwell	"51.523727,-0.105555"		
t18280911-3	"No. 16, Beauchamp-street, in the parish of St. Andrew, Holborn, Middlesex"	"51.51718,-0.10695"		
t18280911-30	Edgware-road	"51.516349,-0.164758"		
t18280911-303	Court of Chancery	"51.50853,-0.12574"		
t18280911-318	"Phoenix-street, Bethnal-green"	"51.52718,-0.06109"		
t18280911-321				
t18280911-325	Whitecross-street	"51.521127,-0.092379"		
t18280911-330	"Great Wild-street, Lincoln's Inn-fields"	"51.50853,-0.12574"		
t18280911-332	St. Luke's parish	"51.50853,-0.12574"		
t18280911-333				
t18280911-337	Edmonton	"51.620339,-0.065979"		
t18280911-340	"Bowling-street, Clerkenwell"	"51.52438,-0.11022"		
t18280911-343				
t18280911-344	Oxford-street	"51.513515,-0.157743"		
t18280911-345	"China-walk, Chelsea"	"51.48755,-0.16936"		
t18280911-348	"Noble-street, St. Luke's"	"51.50853,-0.12574"		
t18280911-35	Smithfield	"51.508733,-0.072803"		
t18280911-353				
t18280911-354	Bath-street	"51.528005,-0.091554"		
t18280911-355	"Oxford-buildings, Bloomsbury"	"51.52228,-0.12252"		
t18280911-358	"New Tothill-street, Westminster"	"51.5,-0.11667"		
t18280911-359				
t18280911-360	"Camden-street, Islington"	"51.53622,-0.10304"		
t18280911-365				
t18280911-368				
t18280911-369	"Bath-place, New-road"	"51.50853,-0.12574"		
t18280911-37	"Fleet-street, just on this side Temple-bar"	"51.50853,-0.12574"		
t18280911-370	"Broad-street, St. Giles'"	"51.50853,-0.12574"		
t18280911-372				
t18280911-373				
t18280911-374	Battle-bridge	"51.505492,-0.083249"		
t18280911-382	"North-quay, London-docks"	"51.50853,-0.12574"		
t18280911-383				
t18280911-386	St. James-street	"51.580981,-0.03281"		
t18280911-395	"Sidney-place, in the Commercial-road"	"51.50853,-0.12574"		
t18280911-4	Cornwall-street	"51.511423,-0.059426"		
t18280911-40	"Back rents, Rosemary-lane"	"51.50853,-0.12574"		
t18280911-44	Thames-street	"51.413233,-0.364263"		
t18280911-45				
t18280911-46	"Jewry-street, Aldgate"	"51.51342,-0.0771"		
t18280911-50	Skinner-street	"51.526207,-0.106879"		
t18280911-56	"Royal Oak public-house, Red Lion-passage"	"51.50853,-0.12574"		
t18280911-60				
t18280911-61	"Saracen's Head inn, Snow-hill"	"51.50853,-0.12574"		
t18280911-62	Fenchurch-street	"51.51167,-0.07881"		
t18280911-63				
t18280911-64	Smithfield	"51.508733,-0.072803"		
t18280911-66	Bartholomew-fair	"51.50853,-0.12574"		
t18280911-69	"Philip-street, St. George's in the East"	"51.52332,-0.03888"		
t18280911-7	Crutchedfriars	"51.505607,-0.018512"		
t18280911-7	Crutchedfriars	"51.505607,-0.018512"		
t18280911-71	"Pitt-street, Tottenham-court-road"	"51.51659,-0.13083"		
t18280911-74	Haymarket	"51.507879,-0.131239"		
t18280911-75				
t18280911-8	Belle Sauvage-yard	"51.50853,-0.12574"		
t18280911-84				
t18280911-86	Bow-church-yard	"51.50853,-0.12574"		
t18280911-91	"Red Lion-street, Spitalfields"	"51.5202,-0.07436"		
t18280911-93	St. John-street	"51.531773,-0.106228"		
t18281023-100	St. John's-wood	"51.534698,-0.174123"		
t18281023-101	"Well-street, Hackney"	"51.541643,-0.048845"		
t18281023-106	Oxford-street	"51.513515,-0.157743"		
t18281023-108	Ratcliff-cross	"51.50853,-0.12574"		
t18281023-11	Mark-lane	"51.50853,-0.12574"		
t18281023-110	"Globe public-house, Mile-end"	"51.52501,-0.03176"		
t18281023-119	"Turk-street, Bethnal-green"	"51.52718,-0.06109"		
t18281023-12	Holborn-hill	"51.50853,-0.12574"		
t18281023-120	Rathbone-place	"51.517393,-0.133841"		
t18281023-121	"Matthew's-place, Hackney-road"	"51.50853,-0.12574"		
t18281023-122	Goswell-road	"51.530389,-0.103386"		
t18281023-123	"Cleveland-street, St. Pancras"	"51.53333,-0.13333"		
t18281023-128				
t18281023-129				
t18281023-13	"Castle-street, Falcon-square"	"51.50853,-0.12574"		
t18281023-130	"Crown public-house, at Mile-end"	"51.52501,-0.03176"		
t18281023-134	Red Lion-court	"51.527274,-0.352916"		
t18281023-138	Tottenham-court-road	"51.516269,-0.130838"		
t18281023-139	"Granby-row, Bethnal-green"	"51.52718,-0.06109"		
t18281023-14	"Budge-row, Walbrook"	"51.50853,-0.12574"		
t18281023-143	Islington	"51.538429,-0.099905"		
t18281023-145	Bell-wharf	"51.515828,-0.075641"		
t18281023-146				
t18281023-149	Lancaster West India Naval School Ship	"51.50853,-0.12574"		
t18281023-15	Holborn	"51.517115,-0.120066"		
t18281023-152	"Earl-street, Lisson-grove"	"51.50853,-0.12574"		
t18281023-154	Masons' Arms public-house	"51.50853,-0.12574"		
t18281023-154	Masons' Arms public-house	"51.50853,-0.12574"		
t18281023-156	"Irongate wharf, at the Tower"	"51.50823,-0.0763"		
t18281023-16	"Dr. Butler's Head tavern, in White Rose-court, Coleman-street"	"51.51601,-0.08983"		
t18281023-161				
t18281023-165				
t18281023-167	Wentworth-street	"51.516722,-0.074901"		
t18281023-17	"Orchard-street, Westminster"	"51.513972,-0.153818"		
t18281023-171	Ratcliff-highway	"51.50853,-0.12574"		
t18281023-173	Pembroke-square	"51.496506,-0.198961"		
t18281023-174	Spring-gardens	"51.507054,-0.128424"		
t18281023-176	"Elbow-lane, New Gravel-lane, Shadwell"	"51.51135,-0.05663"		
t18281023-177	Golden-lane	"51.50853,-0.12574"		
t18281023-181				
t18281023-188	"Charlotte-street, Bloomsbury"	"51.52228,-0.12252"		
t18281023-193	Church-row	"51.41095,0.074609"		
t18281023-196	"Norfolk-place, Mile-end, Old-town"	"51.50853,-0.12574"		
t18281023-197	Lonesham-farm	"51.50853,-0.12574"		
t18281023-198	"Liverpool-street, Battle-bridge"	"51.50853,-0.12574"		
t18281023-199	High Holborn	"51.517678,-0.118939"		
t18281023-200				
t18281023-202				
t18281023-204	Whitecross-street	"51.521127,-0.092379"		
t18281023-205	watch-house	"51.459978,-0.011756"		
t18281023-211	Somerset-terrace	"51.50853,-0.12574"		
t18281023-216	Little Guildford-street	"51.50853,-0.12574"		
t18281023-219	Windmill-hill	"51.653481,-0.08825"		
t18281023-220	Bermondsey-street	"51.504142,-0.083219"		
t18281023-221	"Queen-street, Grosvenor-square"	"51.50853,-0.12574"		
t18281023-223	canal basin	"51.50853,-0.12574"		
t18281023-225	"Charles-street, Soho-square"	"51.50853,-0.12574"		
t18281023-227	Gray's Inn-lane	"51.50853,-0.12574"		
t18281023-228	Hemmings-row	"51.50853,-0.12574"		
t18281023-231	St. Martin's-court	"51.510966,-0.127785"		
t18281023-233				
t18281023-236	Bainbridge-street	"51.516863,-0.129042"		
t18281023-237	Peter-street	"51.512788,-0.134171"		
t18281023-241	Mary-le-bone	"51.520632,-0.152634"		
t18281023-242	Oxford-street	"51.513515,-0.157743"		
t18281023-244	"Aylesbury-street, Clerkenwell"	"51.523463,-0.104056"		
t18281023-245	Islington	"51.538429,-0.099905"		
t18281023-250				
t18281023-252	"Regency-square, Brighton"	"51.50853,-0.12574"		
t18281023-253	Brighton	"51.5498,-0.367674"		
t18281023-255				
t18281023-258	St. Martin's-lane	"51.492719,-0.117921"		
t18281023-258	St. Martin's-lane	"51.492719,-0.117921"		
t18281023-262	Brydges-street	"51.50853,-0.12574"		
t18281023-265	Portland-town	"51.54102,-0.077472"		
t18281023-28	Holborn-hill	"51.50853,-0.12574"		
t18281023-29	Fenchurch-street	"51.51167,-0.07881"		
t18281023-45	Tower-wharf	"51.507335,-0.077247"		
t18281023-50				
t18281023-53	Fleet-street	"51.51348,-0.112117"		
t18281023-57	Liverpool-street	"51.50853,-0.12574"		
t18281023-59				
t18281023-62				
t18281023-63	"St. Martin, Ludgate"	"51.50853,-0.12574"		
t18281023-63	"St. Martin, Ludgate"	"51.50853,-0.12574"		
t18281023-64	Minories	"51.510384,-0.073413"		
t18281023-68	Cornhill	"51.671824,-0.032728"		
t18281023-72				
t18281023-79	"Racquet-court, Fleet-street"	"51.50853,-0.12574"		
t18281023-8	Snow-hill	"51.50853,-0.12574"		
t18281023-80	Basing-lane	"51.50853,-0.12574"		
t18281023-81	Bishopsgate-street Within	"51.50853,-0.12574"		
t18281023-82	Poultry	"51.55567,-0.213815"		
t18281023-91				
t18281023-92	Commercial-road	"51.512961,-0.041822"		
t18281023-94				
t18281204-1	"No. 52, Lincoln's Inn-fields"	"51.516899,-0.117024"		
t18281204-102				
t18281204-109				
t18281204-113				
t18281204-115				
t18281204-116	Shoreditch	"51.526669,-0.079893"		
t18281204-12	"Bonverie-street, Fleet-street"	"51.50853,-0.12574"		
t18281204-129				
t18281204-13				
t18281204-14	"Church-passage, Old Jewry"	"51.50853,-0.12574"		
t18281204-141	St. Martin's-court	"51.510966,-0.127785"		
t18281204-146	Stanmore	"51.617421,-0.309511"		
t18281204-147	London-hospital	"51.50853,-0.12574"		
t18281204-149				
t18281204-15				
t18281204-150	Holborn	"51.517115,-0.120066"		
t18281204-152	Friend-at-Hand public-house in the Colonnade	"51.50853,-0.12574"		
t18281204-154	Hadley	"51.662976,-0.199042"		
t18281204-162	"Gulston-street, Whitechapel"	"51.51382,-0.06583"		
t18281204-164	"Wellington-street, Camden-town"	"51.539255,-0.144633"		
t18281204-168	"Marquis Cornwallis public-house, Marchmont-street, Brunswick-square"	"51.50853,-0.12574"		
t18281204-17				
t18281204-175	Brentford	"51.486396,-0.321662"		
t18281204-184	Fenchurch-street	"51.51167,-0.07881"		
t18281204-185	Skinner-street	"51.526207,-0.106879"		
t18281204-186				
t18281204-189	"Wood-street, Cheapside"	"51.51409,-0.09394"		
t18281204-193				
t18281204-194	"Seymour-place, Bryanstone-square"	"51.50853,-0.12574"		
t18281204-196				
t18281204-197	"Vine-street, Hatton-garden"	"51.50853,-0.12574"		
