"PRIMARY_ID","UNIQUE_ID","PLACE_NAME","PLACE_TYPE"
"t17181205-17","t17181205-17-defloc90","St. Buttolphs Aldgate","defendantHome"
"t17181205-2","t17181205-2-defloc6","St. Gabriel's Fenchurch-street","defendantHome"
"t17181205-22","t17181205-22-defloc117","St. Giles in the Fields","defendantHome"
"t17181205-2","t17181205-22-defloc117","St. Giles in the Fields","defendantHome"
"t17181205-22","t17181205-22-crimeloc120","St. Paul's Church-Yard","crimeLocation"
"t17181205-2","t17181205-22-crimeloc120","St. Paul's Church-Yard","crimeLocation"
"t17181205-3","t17181205-3-defloc12","St. Mildred Poultry","defendantHome"
"t17190225-40","t17190225-40-defloc214","St. Giles in the Fields","defendantHome"
"t17190225-5","t17190225-5-defloc20","Christ-Church","defendantHome"
"t17190225-6","t17190225-6-defloc26","St. Dunstan's in the East","defendantHome"
"t17190225-6","t17190225-6-defloc31","St. Brides","defendantHome"
"t17190225-7","t17190225-7-defloc36","St. Clements Danes","defendantHome"
"t17190408-17","t17190408-17-defloc82","St. Andrews Holburn","defendantHome"
"t17190408-17","t17190408-17-crimeloc85","Hand-Alley near Grays-in-Lane","crimeLocation"
"t17190408-20","t17190408-20-defloc102","St.Martins in the Fields","defendantHome"
"t17190408-21","t17190408-21-defloc107","St. Martins in the Fields","defendantHome"
"t17190408-22","t17190408-22-defloc112","St. Mary Islington","defendantHome"
"t17190408-23","t17190408-23-defloc117","St. Dunstan at Stepney","defendantHome"
"t17190408-27","t17190408-27-defloc135","St. Dunstan at Stepney","defendantHome"
"t17190408-28","t17190408-28-defloc140","St. Dunstan at Stepney","defendantHome"
"t17190408-29","t17190408-29-defloc145","St.Leonard Shoreditch","defendantHome"
"t17190408-3","t17190408-3-defloc12","St. Andrews Holbourn","defendantHome"
"t17190408-30","t17190408-30-defloc150","St. Giles in the Fields","defendantHome"
"t17190408-3","t17190408-30-defloc150","St. Giles in the Fields","defendantHome"
"t17190408-31","t17190408-31-defloc155","St. Martins in the Fields","defendantHome"
"t17190408-3","t17190408-31-defloc155","St. Martins in the Fields","defendantHome"
"t17181205-47","t17181205-47-defloc261","St. Andrews Holbourn","defendantHome"
"t17181205-48","t17181205-48-defloc268","St. Sepulchres","defendantHome"
"t17181205-5","t17181205-5-defloc24","St. Giles's Cripplegate","defendantHome"
"t17181205-5","t17181205-50-defloc282","St. Sepulchres","defendantHome"
"t17181205-50","t17181205-50-defloc282","St. Sepulchres","defendantHome"
"t17181205-5","t17181205-50-crimeloc285","Holbourn-Bridge","crimeLocation"
"t17181205-50","t17181205-50-crimeloc285","Holbourn-Bridge","crimeLocation"
"t17181205-5","t17181205-51-defloc288","St. Andrews Holbourn","defendantHome"
"t17181205-51","t17181205-51-defloc288","St. Andrews Holbourn","defendantHome"
"t17181205-6","t17181205-6-defloc29","St. Thomas Apostles","defendantHome"
"t17181205-7","t17181205-7-defloc35","St. Mildreds Poultry","defendantHome"
"t17181205-7","t17181205-7-crimeloc38","Stocks-Market","crimeLocation"
"t17181205-8","t17181205-8-defloc41","St. Magnes the Martyr","defendantHome"
"t17190115-10","t17190115-10-defloc52","St. Mary Aldermanbury","defendantHome"
"t17190115-11","t17190115-11-defloc57","St. Buttolph Aldgate","defendantHome"
"t17190115-13","t17190115-13-defloc66","Allhallows Bread-street","defendantHome"
"t17190115-20","t17190115-20-defloc99","Stanwell","defendantHome"
"t17190115-20","t17190115-20-crimeloc102","near Stains","crimeLocation"
"t17190115-25","t17190115-25-defloc123","St. Andrews Holbourn","defendantHome"
"t17190115-25","t17190115-25-crimeloc127","little Ormond-yard","crimeLocation"
"t17190115-26","t17190115-26-defloc130","St. Clement Danes","defendantHome"
"t17190115-27","t17190115-27-defloc136","St. Giles Cripplegate","defendantHome"
"t17190115-3","t17190115-3-defloc12","St. James's Clarkenwel","defendantHome"
"t17190115-33","t17190115-33-defloc165","St. Giles Cripplegate","defendantHome"
"t17190115-3","t17190115-33-defloc165","St. Giles Cripplegate","defendantHome"
"t17190115-3","t17190115-34-defloc170","All Hallows","defendantHome"
"t17190115-34","t17190115-34-defloc170","All Hallows","defendantHome"
"t17190115-3","t17190115-38-defloc196","St Giles Cripplegate","defendantHome"
"t17190115-38","t17190115-38-defloc196","St Giles Cripplegate","defendantHome"
"t17190115-4","t17190115-4-defloc17","St. James Clarkenwel","defendantHome"
"t17190115-4","t17190115-44-defloc224","St. Mary White Chappel","defendantHome"
"t17190115-44","t17190115-44-defloc224","St. Mary White Chappel","defendantHome"
"t17190115-8","t17190115-8-defloc40","St. Giles Cripplegate","defendantHome"
"t17190115-9","t17190115-9-defloc47","St. Andrews Holbourn","defendantHome"
"t17190225-1","t17190225-1-defloc1","St. Mary White-Chappel","defendantHome"
"t17190225-1","t17190225-11-defloc60","St. Mildred Poultry","defendantHome"
"t17190225-11","t17190225-11-defloc60","St. Mildred Poultry","defendantHome"
"t17190225-1","t17190225-11-crimeloc63","Stocks Market","crimeLocation"
"t17190225-11","t17190225-11-crimeloc63","Stocks Market","crimeLocation"
"t17190225-1","t17190225-14-defloc76","St. John at Wapping","defendantHome"
"t17190225-14","t17190225-14-defloc76","St. John at Wapping","defendantHome"
"t17190225-1","t17190225-15-defloc81","St. Dunstan in the East","defendantHome"
"t17190225-15","t17190225-15-defloc81","St. Dunstan in the East","defendantHome"
"t17190225-1","t17190225-16-defloc87","St. Giles Cripplegate","defendantHome"
"t17190225-16","t17190225-16-defloc87","St. Giles Cripplegate","defendantHome"
"t17190225-1","t17190225-18-defloc97","St. Dionis Backchurch","defendantHome"
"t17190225-18","t17190225-18-defloc97","St. Dionis Backchurch","defendantHome"
"t17190225-1","t17190225-19-defloc102","St. Giles's Cripplegate","defendantHome"
"t17190225-19","t17190225-19-defloc102","St. Giles's Cripplegate","defendantHome"
"t17190225-2","t17190225-2-defloc6","St. Dunstan at Stepney","defendantHome"
"t17190225-2","t17190225-25-defloc135","St. Michael's Queenhith","defendantHome"
"t17190225-25","t17190225-25-defloc135","St. Michael's Queenhith","defendantHome"
"t17190225-2","t17190225-25-crimeloc138","Queenhith","crimeLocation"
"t17190225-25","t17190225-25-crimeloc138","Queenhith","crimeLocation"
"t17190225-29","t17190225-29-defloc157","St. Martins in the Fields","defendantHome"
"t17190225-2","t17190225-29-defloc157","St. Martins in the Fields","defendantHome"
"t17190225-31","t17190225-31-defloc166","St. Giles Cripplegate","defendantHome"
"t17190225-3","t17190225-31-defloc166","St. Giles Cripplegate","defendantHome"
"t17190225-31","t17190225-31-crimeloc168","Golden Lane","crimeLocation"
"t17190225-3","t17190225-31-crimeloc168","Golden Lane","crimeLocation"
"t17190225-32","t17190225-32-defloc171","St. Margarets Westminster","defendantHome"
"t17190225-3","t17190225-32-defloc171","St. Margarets Westminster","defendantHome"
"t17190225-33","t17190225-33-defloc176","St. Jame's Westminster","defendantHome"
"t17190225-3","t17190225-33-defloc176","St. Jame's Westminster","defendantHome"
"t17190225-34","t17190225-34-defloc181","St. Giles in the Fields","defendantHome"
"t17190225-3","t17190225-34-defloc181","St. Giles in the Fields","defendantHome"
"t17190225-35","t17190225-35-defloc186","Ealing","defendantHome"
"t17190225-3","t17190225-35-defloc186","Ealing","defendantHome"
"t17190225-37","t17190225-37-defloc197","St. Margarets Westminster","defendantHome"
"t17190225-3","t17190225-37-defloc197","St. Margarets Westminster","defendantHome"
"t17190225-38","t17190225-38-defloc204","St. Martin in the Fields","defendantHome"
"t17190225-3","t17190225-38-defloc204","St. Martin in the Fields","defendantHome"
"t17190225-39","t17190225-39-defloc209","St. Giles in the Fields","defendantHome"
"t17190225-3","t17190225-39-defloc209","St. Giles in the Fields","defendantHome"
"t17190903-22","t17190903-22-defloc116","St. Bartholomew the Great","defendantHome"
"t17190903-27","t17190903-27-defloc137","St. Giles in the Fields","defendantHome"
"t17190903-3","t17190903-3-defloc12","St. Mary Magdalen in Old-Fish-Street","defendantHome"
"t17190903-3","t17190903-30-defloc155","St. Martins in the Fields","defendantHome"
"t17190903-30","t17190903-30-defloc155","St. Martins in the Fields","defendantHome"
"t17190903-3","t17190903-31-defloc159","St. Paul's Shadwell","defendantHome"
"t17190903-31","t17190903-31-defloc159","St. Paul's Shadwell","defendantHome"
"t17190903-3","t17190903-36-defloc185","St. Anns Westminster","defendantHome"
"t17190903-36","t17190903-36-defloc185","St. Anns Westminster","defendantHome"
"t17190903-3","t17190903-37-defloc191","Feltham","defendantHome"
"t17190903-37","t17190903-37-defloc191","Feltham","defendantHome"
"t17190903-3","t17190903-38-defloc196","St. Clements Danes","defendantHome"
"t17190903-38","t17190903-38-defloc196","St. Clements Danes","defendantHome"
"t17190408-32","t17190408-32-defloc161","St. Giles in the Fields","defendantHome"
"t17190408-3","t17190408-32-defloc161","St. Giles in the Fields","defendantHome"
"t17190408-34","t17190408-34-defloc169","St. Giles in the Fields","defendantHome"
"t17190408-3","t17190408-34-defloc169","St. Giles in the Fields","defendantHome"
"t17190408-35","t17190408-35-defloc175","Stepney","defendantHome"
"t17190408-3","t17190408-35-defloc175","Stepney","defendantHome"
"t17190408-3","t17190408-36-defloc179","St. James Clerkenwell","defendantHome"
"t17190408-36","t17190408-36-defloc179","St. James Clerkenwell","defendantHome"
"t17190408-3","t17190408-36-crimeloc182","Hungerford Market","crimeLocation"
"t17190408-36","t17190408-36-crimeloc182","Hungerford Market","crimeLocation"
"t17190408-38","t17190408-38-defloc191","St. John at Hackney","defendantHome"
"t17190408-3","t17190408-38-defloc191","St. John at Hackney","defendantHome"
"t17190408-44","t17190408-44-defloc218","St. Martins in the Fields","defendantHome"
"t17190408-5","t17190408-5-defloc26","St. Margaret Pattons","defendantHome"
"t17190408-7","t17190408-7-defloc36","St. Gregory by St. Paul","defendantHome"
"t17190408-7","t17190408-7-crimeloc39","St. Pauls Church Yard","crimeLocation"
"t17210525-38","t17210525-38-defloc189","St. Andrew in Holbourn","defendantHome"
"t17210525-3","t17210525-39-defloc193","St. Martin's Whitechapel","defendantHome"
"t17210525-39","t17210525-39-defloc193","St. Martin's Whitechapel","defendantHome"
"t17210525-41","t17210525-41-defloc206","St. James in Westminister","defendantHome"
"t17210525-41","t17210525-41-crimeloc209","Pall Mall","crimeLocation"
"t17210525-43","t17210525-43-defloc218","St. Dunstan in the West","defendantHome"
"t17210525-45","t17210525-45-defloc227","St. Botolph without Aldgate","defendantHome"
"t17210525-46","t17210525-46-defloc233","St. Sepulchres","defendantHome"
"t17210525-47","t17210525-47-defloc238","St. Andrew in Holbourn","defendantHome"
"t17210525-48","t17210525-48-defloc243","St. Clements Danes","defendantHome"
"t17210525-5","t17210525-5-defloc25","St. Laurence Jewry","defendantHome"
"t17210525-5","t17210525-5-crimeloc29","Blossoms Inn","crimeLocation"
"t17210525-5","t17210525-52-defloc262","St. Andrew in Holbourn","defendantHome"
"t17210525-52","t17210525-52-defloc262","St. Andrew in Holbourn","defendantHome"
"t17210525-5","t17210525-54-defloc271","St. Ann in Westminster","defendantHome"
"t17210525-54","t17210525-54-defloc271","St. Ann in Westminster","defendantHome"
"t17210525-6","t17210525-6-defloc32","St. Antholin","defendantHome"
"t17210525-6","t17210525-61-defloc308","St. Martin in the Fields","defendantHome"
"t17210525-61","t17210525-61-defloc308","St. Martin in the Fields","defendantHome"
"t17210525-6","t17210525-61-defloc315","St. Andrew in Holbourn","defendantHome"
"t17210525-61","t17210525-61-defloc315","St. Andrew in Holbourn","defendantHome"
"t17210525-7","t17210525-7-defloc38","St. George in Botolph Lane","defendantHome"
"t17210525-8","t17210525-8-defloc44","St. George Botolph Lane","defendantHome"
"t17210712-1","t17210712-1-defloc1","St.Michael in Cornhill","defendantHome"
"t17210712-1","t17210712-1-crimeloc4","Royal-Exchange","crimeLocation"
"t17210712-1","t17210712-18-defloc85","St. Botolph at Billinsgate","defendantHome"
"t17210712-18","t17210712-18-defloc85","St. Botolph at Billinsgate","defendantHome"
"t17210712-27","t17210712-27-defloc140","St. Giles without Cripplegate","defendantHome"
"t17210712-29","t17210712-29-defloc149","St. Sepulchres","defendantHome"
"t17210712-3","t17210712-3-defloc11","St. Botolph without Aldgate","defendantHome"
"t17210712-3","t17210712-3-defloc16","St. John at Wapping","defendantHome"
"t17210712-31","t17210712-31-defloc160","St. Sepulchres","defendantHome"
"t17210712-3","t17210712-31-defloc160","St. Sepulchres","defendantHome"
"t17210712-31","t17210712-31-crimeloc163","Peters Lane in Cow Cross","crimeLocation"
"t17210712-3","t17210712-31-crimeloc163","Peters Lane in Cow Cross","crimeLocation"
"t17210712-3","t17210712-36-defloc183","Tottenham","defendantHome"
"t17210712-36","t17210712-36-defloc183","Tottenham","defendantHome"
"t17210712-38","t17210712-38-defloc195","St. James at Westminster","defendantHome"
"t17210712-3","t17210712-38-defloc195","St. James at Westminster","defendantHome"
"t17210712-4","t17210712-4-defloc22","St. Dunstan in the West","defendantHome"
"t17210712-43","t17210712-43-defloc224","Edminton","defendantHome"
"t17210712-4","t17210712-43-defloc224","Edminton","defendantHome"
"t17210712-5","t17210712-5-defloc27","St. Dunstan in the East","defendantHome"
"t17210712-52","t17210712-52-defloc259","St. James in Westminster","defendantHome"
"t17210712-5","t17210712-52-defloc259","St. James in Westminster","defendantHome"
"t17210712-6","t17210712-6-crimeloc35","Smithfield","crimeLocation"
"t17210712-8","t17210712-8-defloc42","St. Andrew in Holbourn","defendantHome"
"t17210712-9","t17210712-9-defloc47","St. Michael in Cornhill","defendantHome"
"t17210830-1","t17210830-1-defloc1","St. Botolph without Bishopsgate","defendantHome"
"t17210830-12","t17210830-12-defloc55","St. Giles in the Fields","defendantHome"
"t17210830-1","t17210830-12-defloc55","St. Giles in the Fields","defendantHome"
"t17210830-1","t17210830-13-defloc61","St. Martin in the Fields","defendantHome"
"t17210830-13","t17210830-13-defloc61","St. Martin in the Fields","defendantHome"
"t17210830-1","t17210830-14-defloc66","St. Dunstan at Stepney","defendantHome"
"t17210830-14","t17210830-14-defloc66","St. Dunstan at Stepney","defendantHome"
"t17210830-15","t17210830-15-defloc77","St. Giles without Cripplegate","defendantHome"
"t17210830-1","t17210830-15-defloc77","St. Giles without Cripplegate","defendantHome"
"t17210830-18","t17210830-18-defloc89","St. Mary in the Savoy","defendantHome"
"t17210830-1","t17210830-18-defloc89","St. Mary in the Savoy","defendantHome"
"t17210830-2","t17210830-2-defloc6","St. Peter in Cornhill","defendantHome"
"t17210830-21","t17210830-21-defloc103","St. Dunstan in the West","defendantHome"
"t17210830-2","t17210830-21-defloc103","St. Dunstan in the West","defendantHome"
"t17210830-22","t17210830-22-defloc109","St. Clement Danes","defendantHome"
"t17210830-2","t17210830-22-defloc109","St. Clement Danes","defendantHome"
"t17211206-39","t17211206-39-defloc194","St. Anns Westminster","defendantHome"
"t17211206-3","t17211206-39-defloc194","St. Anns Westminster","defendantHome"
"t17211206-4","t17211206-4-defloc19","All Hallows Barkin","defendantHome"
"t17211206-4","t17211206-4-crimeloc23","Brewer's Key Gate-way","crimeLocation"
"t17211206-40","t17211206-40-defloc199","Stepney","defendantHome"
"t17211206-4","t17211206-40-defloc199","Stepney","defendantHome"
"t17211206-51","t17211206-51-defloc254","St. Stephen Walbrook","defendantHome"
"t17211206-57","t17211206-57-defloc278","St. Leonard Shoreditch","defendantHome"
"t17211206-6","t17211206-6-defloc30","St. Andrew Holbourn","defendantHome"
"t17211206-63","t17211206-63-crimeloc301","Crown Court","crimeLocation"
"t17211206-6","t17211206-63-crimeloc301","Crown Court","crimeLocation"
"t17211206-7","t17211206-7-defloc35","St. Botolph Aldgate","defendantHome"
"t17211206-7","t17211206-76-defloc358","Clerkenwell","defendantHome"
"t17211206-76","t17211206-76-defloc358","Clerkenwell","defendantHome"
"t17210830-3","t17210830-33-defloc170","St. Botolph without Aldgate","defendantHome"
"t17210830-33","t17210830-33-defloc170","St. Botolph without Aldgate","defendantHome"
"t17210830-3","t17210830-33-crimeloc174","Tower-Hill","crimeLocation"
"t17210830-33","t17210830-33-crimeloc174","Tower-Hill","crimeLocation"
"t17210830-3","t17210830-35-defloc181","St. Leonard in Shoreditch","defendantHome"
"t17210830-35","t17210830-35-defloc181","St. Leonard in Shoreditch","defendantHome"
"t17210830-37","t17210830-37-defloc191","St. John at Hackney","defendantHome"
"t17210830-3","t17210830-37-defloc191","St. John at Hackney","defendantHome"
"t17210830-41","t17210830-41-defloc207","St. Ann in Westminster","defendantHome"
"t17210830-42","t17210830-42-defloc211","Paddington","defendantHome"
"t17210830-45","t17210830-45-defloc225","St. Martin in the Fields","defendantHome"
"t17210830-5","t17210830-5-defloc23","St. Stephen in Coloman-street","defendantHome"
"t17210830-53","t17210830-53-defloc71","St. Ann in Westminster","defendantHome"
"t17210830-5","t17210830-53-defloc71","St. Ann in Westminster","defendantHome"
"t17210830-53","t17210830-53-crimeloc74","Prince's Gate","crimeLocation"
"t17210830-5","t17210830-53-crimeloc74","Prince's Gate","crimeLocation"
