"PRIMARY_ID","BREAKING_PEACE","DAMAGE","DECEPTION","KILL","MISC","ROYAL_OFFENCES","SEXUAL","THEFT","VIOLENT_THEFT"
"t17400116-11","0","0","0","0","0","0","0","1","0"
"t17400116-15","0","0","0","0","0","0","0","1","0"
"t17400116-16","0","0","0","0","0","0","0","1","0"
"t17400116-17","0","0","0","0","0","0","0","1","0"
"t17400116-2","0","0","0","0","0","0","0","1","0"
"t17400116-20","0","0","0","0","0","0","0","1","0"
"t17400116-21","0","0","0","0","0","0","0","1","0"
"t17400116-23","0","0","0","0","0","0","0","1","0"
"t17400116-26","0","0","0","0","0","0","0","1","0"
"t17400116-27","0","0","0","0","0","0","0","1","0"
"t17400116-28","0","0","0","0","0","0","0","1","0"
"t17400116-29","0","0","0","0","0","0","0","1","0"
"t17400116-3","0","0","0","0","0","0","0","1","0"
"t17400116-30","0","0","0","0","0","0","0","1","0"
"t17400116-31","0","0","0","0","0","0","0","1","0"
"t17400116-32","0","0","0","0","0","0","0","1","0"
"t17400116-35","0","0","0","0","0","0","0","1","0"
"t17400116-37","0","0","0","0","0","0","0","1","0"
"t17400116-38","0","0","0","0","0","0","0","1","0"
"t17400116-42","0","0","0","0","0","0","0","1","0"
"t17400116-43","0","0","0","0","0","0","0","1","0"
"t17400116-44","0","0","0","0","0","0","0","1","0"
"t17400116-5","0","0","0","0","0","0","0","1","0"
"t17400116-52","0","0","0","0","0","0","0","1","0"
"t17400116-53","0","0","0","0","0","0","0","1","0"
"t17400116-54","0","0","0","0","0","0","0","1","0"
"t17400116-56","0","0","0","0","0","0","0","1","0"
"t17400116-57","0","0","0","0","0","0","0","1","0"
"t17400116-58","0","0","0","0","0","0","0","1","0"
"t17400116-6","0","0","0","0","0","0","0","1","0"
"t17400116-9","0","0","0","0","0","0","0","1","0"
"t17400227-1","0","0","0","0","0","0","0","1","0"
"t17400227-10","0","0","0","0","0","0","0","1","0"
"t17400227-12","0","0","0","0","0","0","0","1","0"
"t17400227-13","0","0","0","0","0","0","0","1","0"
"t17400227-14","0","0","0","0","0","0","0","1","0"
"t17400227-15","0","0","0","0","0","0","0","1","0"
"t17400227-20","0","0","0","0","0","0","0","1","0"
"t17400227-23","0","0","0","0","0","0","0","1","0"
"t17400227-4","0","0","0","0","0","0","0","1","0"
"t17400227-7","0","0","0","0","0","0","0","1","0"
"t17400227-9","0","0","0","0","0","0","0","1","0"
"t17400416-10","0","0","0","0","0","0","0","1","0"
"t17400416-11","0","0","0","0","0","0","0","1","0"
"t17400416-12","0","0","0","0","0","0","0","1","0"
"t17400416-13","0","0","0","0","0","0","0","1","0"
"t17400416-15","0","0","0","0","0","0","0","1","0"
"t17400416-18","0","0","0","0","0","0","0","1","0"
"t17400416-2","0","0","0","0","0","0","0","1","0"
"t17400416-21","0","0","0","0","0","0","0","1","0"
"t17400416-23","0","0","0","0","0","0","0","1","0"
"t17400416-25","0","0","0","0","0","0","0","1","0"
"t17400416-26","0","0","0","0","0","0","0","1","0"
"t17400416-28","0","0","0","0","0","0","0","1","0"
"t17400416-29","0","0","0","0","0","0","0","1","0"
"t17400416-3","0","0","0","0","0","0","0","1","0"
"t17400416-30","0","0","0","0","0","0","0","1","0"
"t17400416-37","0","0","0","0","0","0","0","1","0"
"t17400416-4","0","0","0","0","0","0","0","1","0"
"t17400416-40","0","0","0","0","0","0","0","1","0"
"t17400416-42","0","0","0","0","0","0","0","1","0"
"t17400416-43","0","0","0","0","0","0","0","1","0"
"t17400416-45","0","0","0","0","0","0","0","1","0"
"t17400416-46","0","0","0","0","0","0","0","1","0"
"t17400416-47","0","0","0","0","0","0","0","1","0"
"t17400416-48","0","0","0","0","0","0","0","1","0"
"t17400416-9","0","0","0","0","0","0","0","1","0"
"t17400522-1","0","0","0","0","0","0","0","1","0"
"t17400522-12","0","0","0","0","0","0","0","1","0"
"t17400522-14","0","0","0","0","0","0","0","1","0"
"t17400522-15","0","0","0","0","0","0","0","1","0"
"t17400522-16","0","0","0","0","0","0","0","1","0"
"t17400522-18","0","0","0","0","0","0","0","1","0"
"t17400522-19","0","0","0","0","0","0","0","1","0"
"t17400522-20","0","0","0","0","0","0","0","1","0"
"t17400522-21","0","0","0","0","0","0","0","1","0"
"t17400522-22","0","0","0","0","0","0","0","0","1"
"t17400522-25","0","0","0","0","0","0","0","1","0"
"t17400522-26","0","0","0","0","0","0","0","1","0"
"t17400522-28","0","0","0","0","0","0","0","1","0"
"t17400522-7","0","0","0","0","0","0","0","1","0"
"t17400709-1","0","0","0","0","0","0","0","1","0"
"t17400709-11","0","0","0","0","0","0","0","1","0"
"t17400709-13","0","0","0","0","0","0","0","1","0"
"t17400709-14","0","0","0","0","0","0","0","1","0"
"t17400709-15","0","0","0","0","0","0","0","1","0"
"t17400709-17","0","0","0","0","0","0","0","1","0"
"t17400709-19","0","0","0","0","0","0","0","1","0"
"t17400709-28","0","0","0","0","0","0","0","1","0"
"t17400709-29","0","0","0","0","0","0","0","1","0"
"t17400709-3","0","0","0","0","0","0","0","1","0"
"t17400709-31","0","0","0","0","0","0","0","1","0"
"t17400709-35","0","0","0","0","0","0","0","1","0"
"t17400709-37","0","0","0","0","0","0","0","1","0"
"t17400709-39","0","0","0","0","0","0","0","1","0"
"t17400709-4","0","0","0","0","0","0","0","1","0"
"t17400709-41","0","0","0","0","0","0","0","1","0"
"t17400709-42","0","0","0","0","0","0","0","1","0"
"t17400709-44","0","0","0","0","0","0","0","1","0"
"t17400709-47","0","0","0","0","0","0","0","1","0"
"t17400709-48","0","0","0","0","0","0","0","1","0"
"t17400709-49","0","0","0","0","0","0","0","1","0"
"t17400709-50","0","0","0","0","0","0","0","1","0"
"t17400709-51","0","0","0","0","0","0","0","1","0"
"t17400709-52","0","0","0","0","0","0","0","1","0"
"t17400709-53","0","0","0","0","0","0","0","1","0"
"t17400709-54","0","0","0","0","0","0","0","1","0"
"t17400709-55","0","0","0","0","0","0","0","1","0"
"t17400709-56","0","0","0","0","0","0","0","1","0"
"t17400709-57","0","0","0","0","0","0","0","1","0"
"t17400709-58","0","0","0","0","0","0","0","1","0"
"t17400709-59","0","0","0","0","0","0","0","1","0"
"t17400709-60","0","0","0","0","0","0","0","1","0"
"t17400709-61","0","0","0","0","0","0","0","1","0"
"t17400709-62","0","0","0","0","0","0","0","1","0"
"t17400709-63","0","0","0","0","0","0","0","1","0"
"t17400709-7","0","0","0","0","0","0","0","1","0"
"t17400709-8","0","0","0","0","0","0","0","1","0"
"t17400903-1","0","0","0","0","0","0","0","1","0"
"t17400903-13","0","0","0","0","0","0","0","1","0"
"t17400903-17","0","0","0","0","0","0","0","1","0"
"t17400903-19","0","0","0","0","0","0","0","1","0"
"t17400903-2","0","0","0","0","0","0","0","1","0"
"t17400903-20","0","0","0","0","0","0","0","1","0"
"t17400903-21","0","0","0","0","0","0","0","1","0"
"t17400903-23","0","0","0","0","0","0","0","1","0"
"t17400903-24","0","0","0","0","0","0","0","1","0"
"t17400903-25","0","0","0","0","0","0","0","1","0"
"t17400903-28","0","0","0","0","0","0","0","1","0"
"t17400903-29","0","0","0","0","0","0","0","1","0"
"t17400903-3","0","0","0","0","0","0","0","1","0"
"t17400903-32","0","0","0","0","0","0","0","1","0"
"t17400903-35","0","0","0","0","0","0","0","1","0"
"t17400903-36","0","0","0","0","0","0","0","1","0"
"t17400903-37","0","0","0","0","0","0","0","1","0"
"t17400903-38","0","0","0","0","0","0","0","1","0"
"t17400903-39","0","0","0","0","0","0","0","1","0"
"t17400903-4","0","0","0","0","0","0","0","1","0"
"t17400903-40","0","0","0","0","0","0","0","1","0"
"t17400903-45","0","0","0","0","0","0","0","1","0"
"t17400903-46","0","0","0","0","0","0","0","1","0"
"t17400903-49","0","0","0","0","0","0","0","1","0"
"t17400903-53","0","0","0","0","0","0","0","1","0"
"t17400903-55","0","0","0","0","0","0","0","1","0"
"t17400903-56","0","0","0","0","0","0","0","1","0"
"t17400903-57","0","0","0","0","0","0","0","0","1"
"t17400903-58","0","0","0","0","0","0","0","1","0"
"t17400903-59","0","0","0","0","0","0","0","1","0"
"t17400903-6","0","0","0","0","0","0","0","1","0"
"t17401015-10","0","0","0","0","0","0","0","1","0"
"t17401015-12","0","0","0","0","0","0","0","1","0"
"t17401015-13","0","0","0","0","0","0","0","1","0"
"t17401015-15","0","0","0","0","0","0","0","1","0"
"t17401015-17","0","0","0","0","0","0","0","1","0"
"t17401015-21","0","0","0","0","0","0","0","1","0"
"t17401015-24","0","0","0","0","0","0","0","1","0"
"t17401015-27","0","0","0","0","0","0","0","1","0"
"t17401015-28","0","0","0","0","0","0","0","1","0"
"t17401015-29","0","0","0","0","0","0","0","1","0"
"t17401015-3","0","0","0","0","0","0","0","1","0"
"t17401015-31","0","0","0","0","0","0","0","1","0"
"t17401015-32","0","0","0","0","0","0","0","1","0"
"t17401015-34","0","0","0","0","0","0","0","1","0"
"t17401015-36","0","0","0","0","0","0","0","1","0"
"t17401015-38","0","0","0","0","0","0","0","1","0"
"t17401015-39","0","0","0","0","0","0","0","1","0"
"t17401015-42","0","0","0","0","0","0","0","1","0"
"t17401015-43","0","0","0","0","0","0","0","1","0"
"t17401015-44","0","0","0","0","0","0","0","1","0"
"t17401015-48","0","0","0","0","0","0","0","1","0"
"t17401015-49","0","0","0","0","0","0","0","1","0"
"t17401015-5","0","0","0","0","0","0","0","1","0"
"t17401015-51","0","0","0","0","0","0","0","1","0"
"t17401015-52","0","0","0","0","0","0","0","1","0"
"t17401015-55","0","0","0","0","0","0","0","1","0"
"t17401015-57","0","0","0","0","0","0","0","1","0"
"t17401015-58","0","0","0","0","0","0","0","1","0"
"t17401015-6","0","0","0","0","0","0","0","1","0"
"t17401015-63","0","0","0","0","0","0","0","1","0"
"t17401015-65","0","0","0","0","0","0","0","1","0"
"t17401015-8","0","0","0","0","0","0","0","1","0"
"t17401204-1","0","0","0","0","0","0","0","1","0"
"t17401204-11","0","0","0","0","0","0","0","1","0"
"t17401204-12","0","0","0","0","0","0","0","1","0"
"t17401204-14","0","0","0","0","0","0","0","1","0"
"t17401204-16","0","0","0","0","0","0","0","1","0"
"t17401204-19","0","0","0","0","0","0","0","1","0"
"t17401204-20","0","0","0","0","0","0","0","1","0"
"t17401204-21","0","0","0","0","0","0","0","1","0"
"t17401204-23","0","0","0","0","0","0","0","1","0"
"t17401204-24","0","0","0","0","0","0","0","1","0"
"t17401204-29","0","0","0","0","0","0","0","1","0"
"t17401204-32","0","0","0","0","0","0","0","1","0"
"t17401204-39","0","0","0","0","0","0","0","1","0"
"t17401204-41","0","0","0","0","0","0","0","1","0"
"t17401204-42","0","0","0","0","0","0","0","1","0"
"t17401204-44","0","0","0","0","0","0","0","1","0"
"t17401204-47","0","0","0","0","0","0","0","1","0"
"t17401204-48","0","0","0","0","0","0","0","1","0"
"t17401204-5","0","0","0","0","0","0","0","1","0"
"t17401204-50","0","0","0","0","0","0","0","1","0"
"t17401204-53","0","0","0","0","0","0","0","1","0"
"t17401204-56","0","0","0","0","0","0","0","1","0"
"t17401204-60","0","0","0","0","0","0","0","1","0"
"t17401204-61","0","0","0","0","0","0","0","1","0"
"t17401204-68","0","0","0","0","0","0","0","1","0"
"t17401204-7","0","0","0","0","0","0","0","1","0"
"t17401204-71","0","0","0","0","0","0","0","1","0"
"t17401204-72","0","0","0","0","0","0","0","1","0"
"t17401204-74","0","0","0","0","0","0","0","1","0"
"t17401204-75","0","0","0","0","0","0","0","1","0"
"t17401204-76","0","0","0","0","0","0","0","1","0"
"t17401204-77","0","0","0","0","0","0","0","1","0"
"t17401204-78","0","0","0","0","0","0","0","1","0"
"t17401204-79","0","0","0","0","0","0","0","1","0"
"t17401204-8","0","0","0","0","0","0","0","1","0"
"t17401204-80","0","0","0","0","0","0","0","1","0"
"t17401204-81","0","0","0","0","0","0","0","1","0"
"t17401204-9","0","0","0","0","0","0","0","1","0"
"t17410116-1","0","0","0","0","0","0","0","1","0"
"t17410116-13","0","0","0","0","0","0","0","1","0"
"t17410116-14","0","0","0","0","0","0","0","1","0"
"t17410116-18","0","0","0","0","0","0","0","1","0"
"t17410116-22","0","0","0","0","0","0","0","1","0"
"t17410116-24","0","0","0","0","0","0","0","1","0"
"t17410116-25","0","0","0","0","0","0","0","1","0"
"t17410116-26","0","0","0","0","0","0","0","1","0"
"t17410116-27","0","0","0","0","0","0","0","1","0"
"t17410116-28","0","0","0","0","0","0","0","1","0"
"t17410116-3","0","0","0","0","0","0","0","1","0"
"t17410116-30","0","0","0","0","0","0","0","1","0"
"t17410116-31","0","0","0","0","0","0","0","1","0"
"t17410116-33","0","0","0","0","0","0","0","1","0"
"t17410116-34","0","0","0","0","0","0","0","0","1"
"t17410116-35","0","0","0","0","0","0","0","1","0"
"t17410116-37","0","0","0","0","0","0","0","1","0"
"t17410116-38","0","0","0","0","0","0","0","1","0"
"t17410116-43","0","0","0","0","0","0","0","1","0"
"t17410116-45","0","0","0","0","0","0","0","1","0"
"t17410116-47","0","0","0","0","0","0","0","1","0"
"t17410116-48","0","0","0","0","0","0","0","1","0"
"t17410116-49","0","0","0","0","0","0","0","1","0"
"t17410116-5","0","0","0","0","0","0","0","1","0"
"t17410116-51","0","0","0","0","0","0","0","1","0"
"t17410116-57","0","0","0","0","0","0","0","1","0"
"t17410116-58","0","0","0","0","0","0","0","1","0"
"t17410116-59","0","0","0","0","0","0","0","1","0"
"t17410116-60","0","0","0","0","0","0","0","1","0"
"t17410116-7","0","0","0","0","0","0","0","1","0"
"t17410116-9","0","0","0","0","0","0","0","1","0"
"t17410225-10","0","0","0","0","0","0","0","1","0"
"t17410225-12","0","0","0","0","0","0","0","1","0"
"t17410225-14","0","0","0","0","0","0","0","1","0"
"t17410225-16","0","0","0","0","0","0","0","1","0"
"t17410225-17","0","0","0","0","0","0","0","1","0"
"t17410225-19","0","0","0","0","0","0","0","1","0"
"t17410225-20","0","0","0","0","0","0","0","1","0"
"t17410225-26","0","0","0","0","0","0","0","1","0"
"t17410225-30","0","0","0","0","0","0","0","1","0"
"t17410225-32","0","0","0","0","0","0","0","1","0"
"t17410225-39","0","0","0","0","0","0","0","1","0"
"t17410225-4","0","0","0","0","0","0","0","1","0"
"t17410225-40","0","0","0","0","0","0","0","1","0"
"t17410225-41","0","0","0","0","0","0","0","1","0"
"t17410225-42","0","0","0","0","0","0","0","1","0"
"t17410225-43","0","0","0","0","0","0","0","1","0"
"t17410225-44","0","0","0","0","0","0","0","1","0"
"t17410225-46","0","0","0","0","0","0","0","1","0"
"t17410225-47","0","0","0","0","0","0","0","1","0"
"t17410225-48","0","0","0","0","0","0","0","1","0"
"t17410225-5","0","0","0","0","0","0","0","1","0"
"t17410225-50","0","0","0","0","0","0","0","1","0"
"t17410225-52","0","0","0","0","0","0","0","1","0"
"t17410225-53","0","0","0","0","0","0","0","1","0"
"t17410225-54","0","0","0","0","0","0","0","1","0"
"t17410225-56","0","0","0","0","0","0","0","1","0"
"t17410225-57","0","0","0","0","0","0","0","1","0"
"t17410225-58","0","0","0","0","0","0","0","1","0"
"t17410225-59","0","0","0","0","0","0","0","1","0"
"t17410225-60","0","0","0","0","0","0","0","1","0"
"t17410225-61","0","0","0","0","0","0","0","1","0"
"t17410225-62","0","0","0","0","0","0","0","1","0"
"t17410225-63","0","0","0","0","0","0","0","1","0"
"t17410225-66","0","0","0","0","0","0","0","1","0"
"t17410225-68","0","0","0","0","0","0","0","1","0"
"t17410225-69","0","0","0","0","0","0","0","1","0"
"t17410225-70","0","0","0","0","0","0","0","1","0"
"t17410225-71","0","0","0","0","0","0","0","1","0"
"t17410225-74","0","0","0","0","0","0","0","1","0"
"t17410225-79","0","0","0","0","0","0","0","1","0"
"t17410225-8","0","0","0","0","0","0","0","1","0"
"t17410225-80","0","0","0","0","0","0","0","1","0"
"t17410225-84","0","0","0","0","0","0","0","1","0"
"t17410225-85","0","0","0","0","0","0","0","1","0"
"t17410225-9","0","0","0","0","0","0","0","1","0"
"t17410405-10","0","0","0","0","0","0","0","1","0"
"t17410405-11","0","0","0","0","0","0","0","1","0"
"t17410405-13","0","0","0","0","0","0","0","1","0"
"t17410405-14","0","0","0","0","0","0","0","1","0"
"t17410405-17","0","0","0","0","0","0","0","1","0"
"t17410405-18","0","0","0","0","0","0","0","1","0"
"t17410405-25","0","0","0","0","0","0","0","1","0"
"t17410405-28","0","0","0","0","0","0","0","1","0"
"t17410405-3","0","0","0","0","0","0","0","1","0"
"t17410405-30","0","0","0","0","0","0","0","1","0"
"t17410405-32","0","0","0","0","0","0","0","1","0"
"t17410405-33","0","0","0","0","0","0","0","1","0"
"t17410405-35","0","0","0","0","0","0","0","1","0"
"t17410405-36","0","0","0","0","0","0","0","1","0"
"t17410405-37","0","0","0","0","0","0","0","1","0"
"t17410405-39","0","0","0","0","0","0","0","1","0"
"t17410405-40","0","0","0","0","0","0","0","1","0"
"t17410405-46","0","0","0","0","0","0","0","1","0"
"t17410405-48","0","0","0","0","0","0","0","1","0"
"t17410405-5","0","0","0","0","0","0","0","1","0"
"t17410405-54","0","0","0","0","0","0","0","1","0"
"t17410405-57","0","0","0","0","0","0","0","1","0"
"t17410405-58","0","0","0","0","0","0","0","1","0"
"t17410405-59","0","0","0","0","0","0","0","1","0"
"t17410405-6","0","0","0","0","0","0","0","1","0"
"t17410405-9","0","0","0","0","0","0","0","1","0"
"t17410514-1","0","0","0","0","0","0","0","1","0"
"t17410514-12","0","0","0","0","0","0","0","1","0"
"t17410514-19","0","0","0","0","0","0","0","1","0"
"t17410514-2","0","0","0","0","0","0","0","1","0"
"t17410514-20","0","0","0","0","0","0","0","1","0"
"t17410514-25","0","0","0","0","0","0","0","1","0"
"t17410514-27","0","0","0","0","0","0","0","1","0"
"t17410514-28","0","0","0","0","0","0","0","1","0"
"t17410514-29","0","0","0","0","0","0","0","1","0"
"t17410514-30","0","0","0","0","0","0","0","1","0"
"t17410514-37","0","0","0","0","0","0","0","1","0"
"t17410514-38","0","0","0","0","0","0","0","1","0"
"t17410514-39","0","0","0","0","0","0","0","1","0"
"t17410514-4","0","0","0","0","0","0","0","1","0"
"t17410514-40","0","0","0","0","0","0","0","1","0"
"t17410514-41","0","0","0","0","0","0","0","1","0"
"t17410514-43","0","0","0","0","0","0","0","1","0"
"t17410514-44","0","0","0","0","0","0","0","1","0"
"t17410514-45","0","0","0","0","0","0","0","1","0"
"t17410514-46","0","0","0","0","0","0","0","1","0"
"t17410514-47","0","0","0","0","0","0","0","1","0"
"t17410514-48","0","0","0","0","0","0","0","1","0"
"t17410514-49","0","0","0","0","0","0","0","1","0"
"t17410514-51","0","0","0","0","0","0","0","1","0"
"t17410514-52","0","0","0","0","0","0","0","1","0"
"t17410514-53","0","0","0","0","0","0","0","1","0"
"t17410514-55","0","0","0","0","0","0","0","1","0"
"t17410514-6","0","0","0","0","0","0","0","1","0"
"t17410514-8","0","0","0","0","0","0","0","1","0"
"t17410514-9","0","0","0","0","0","0","0","1","0"
"t17410701-1","0","0","0","0","0","0","0","1","0"
"t17410701-10","0","0","0","0","0","0","0","1","0"
"t17410701-11","0","0","0","0","0","0","0","1","0"
"t17410701-13","0","0","0","0","0","0","0","0","1"
"t17410701-14","0","0","0","0","0","0","0","1","0"
"t17410701-15","0","0","0","0","0","0","0","1","0"
"t17410701-2","0","0","0","0","0","0","0","1","0"
"t17410701-20","0","0","0","0","0","0","0","1","0"
"t17410701-22","0","0","0","0","0","0","0","1","0"
"t17410701-23","0","0","0","0","0","0","0","1","0"
"t17410701-25","0","0","0","0","0","0","0","0","1"
"t17410701-26","0","0","0","0","0","0","0","1","0"
"t17410701-27","0","0","0","0","0","0","0","1","0"
"t17410701-29","0","0","0","0","0","0","0","1","0"
"t17410701-3","0","0","0","0","0","0","0","1","0"
"t17410701-30","0","0","0","0","0","0","0","1","0"
"t17410701-31","0","0","0","0","0","0","0","1","0"
"t17410701-32","0","0","0","0","0","0","0","1","0"
"t17410701-33","0","0","0","0","0","0","0","1","0"
"t17410701-34","0","0","0","0","0","0","0","1","0"
"t17410701-35","0","0","0","0","0","0","0","1","0"
"t17410701-36","0","0","0","0","0","0","0","1","0"
"t17410701-38","0","0","0","0","0","0","0","1","0"
"t17410701-39","0","0","0","0","0","0","0","1","0"
"t17410701-40","0","0","0","0","0","0","0","1","0"
"t17410701-43","0","0","0","0","0","0","0","1","0"
"t17410701-45","0","0","0","0","0","0","0","1","0"
"t17410701-5","0","0","0","0","0","0","0","1","0"
"t17410828-10","0","0","0","0","0","0","0","1","0"
"t17410828-12","0","0","0","0","0","0","0","1","0"
"t17410828-13","0","0","0","0","0","0","0","1","0"
"t17410828-15","0","0","0","0","0","0","0","1","0"
"t17410828-16","0","0","0","0","0","0","0","1","0"
"t17410828-22","0","0","0","0","0","0","0","1","0"
"t17410828-24","0","0","0","0","0","0","0","1","0"
"t17410828-25","0","0","0","0","0","0","0","1","0"
"t17410828-26","0","0","0","0","0","0","0","1","0"
"t17410828-27","0","0","0","0","0","0","0","1","0"
"t17410828-30","0","0","0","0","0","0","0","1","0"
"t17410828-34","0","0","0","0","0","0","0","1","0"
"t17410828-36","0","0","0","0","0","0","0","1","0"
"t17410828-38","0","0","0","0","0","0","0","1","0"
"t17410828-39","0","0","0","0","0","0","0","1","0"
"t17410828-41","0","0","0","0","0","0","0","1","0"
"t17410828-43","0","0","0","0","0","0","0","1","0"
"t17410828-44","0","0","0","0","0","0","0","1","0"
"t17410828-46","0","0","0","0","0","0","0","1","0"
"t17410828-49","0","0","0","0","0","0","0","1","0"
"t17410828-50","0","0","0","0","0","0","0","1","0"
"t17410828-52","0","0","0","0","0","0","0","1","0"
"t17410828-53","0","0","0","0","0","0","0","1","0"
"t17410828-6","0","0","0","0","0","0","0","1","0"
"t17410828-61","0","0","0","0","0","0","0","1","0"
"t17410828-64","0","0","0","0","0","0","0","1","0"
"t17410828-65","0","0","0","0","0","0","0","1","0"
"t17410828-66","0","0","0","0","0","0","0","1","0"
"t17410828-68","0","0","0","0","0","0","0","1","0"
"t17410828-70","0","0","0","0","0","0","0","1","0"
"t17410828-8","0","0","0","0","0","0","0","1","0"
"t17410828-9","0","0","0","0","0","0","0","1","0"
"t17411014-10","0","0","0","0","0","0","0","1","0"
"t17411014-11","0","0","0","0","0","0","0","1","0"
"t17411014-12","0","0","0","0","0","0","0","1","0"
"t17411014-13","0","0","0","0","0","0","0","1","0"
"t17411014-15","0","0","0","0","0","0","0","1","0"
"t17411014-16","0","0","0","0","0","0","0","1","0"
"t17411014-17","0","0","0","0","0","0","0","1","0"
"t17411014-20","0","0","0","0","1","0","0","0","0"
"t17411014-22","0","0","0","0","0","0","0","1","0"
"t17411014-23","0","0","0","0","0","0","0","1","0"
"t17411014-26","0","0","0","0","0","0","0","1","0"
"t17411014-27","0","0","0","0","0","0","0","1","0"
"t17411014-28","0","0","0","0","0","0","0","1","0"
"t17411014-29","0","0","0","0","0","0","0","1","0"
"t17411014-3","0","0","0","0","0","0","0","1","0"
"t17411014-30","0","0","0","0","0","0","0","1","0"
"t17411014-31","0","0","0","0","0","0","0","1","0"
"t17411014-32","0","0","0","0","0","0","0","1","0"
"t17411014-39","0","0","0","0","0","0","0","1","0"
"t17411014-40","0","0","0","0","0","0","0","1","0"
"t17411014-42","0","0","0","0","0","0","0","1","0"
"t17411014-43","0","0","0","0","0","0","0","1","0"
"t17411014-49","0","0","0","0","0","0","0","0","1"
"t17411014-5","0","0","0","0","0","0","0","1","0"
"t17411014-50","0","0","0","0","0","0","0","1","0"
"t17411014-7","0","0","0","0","0","0","0","1","0"
"t17411014-8","0","0","0","0","0","0","0","1","0"
"t17411014-9","0","0","0","0","0","0","0","1","0"
"t17411204-1","0","0","0","0","0","0","0","1","0"
"t17411204-10","0","0","0","0","0","0","0","1","0"
"t17411204-12","0","0","0","0","0","0","0","1","0"
"t17411204-13","0","0","0","0","0","0","0","1","0"
"t17411204-18","0","0","0","0","0","0","0","1","0"
"t17411204-22","0","0","0","0","0","0","0","1","0"
"t17411204-24","0","0","0","0","0","0","0","1","0"
"t17411204-25","0","0","0","0","0","0","0","1","0"
"t17411204-29","0","0","0","0","0","0","0","1","0"
"t17411204-31","0","0","0","0","0","0","0","1","0"
"t17411204-32","0","0","0","0","0","0","0","1","0"
"t17411204-35","0","0","0","0","0","0","0","1","0"
"t17411204-37","0","0","0","0","0","0","0","1","0"
"t17411204-41","0","0","0","0","0","0","0","1","0"
"t17411204-42","0","0","0","0","0","0","0","1","0"
"t17411204-43","0","0","0","0","0","0","0","1","0"
"t17411204-44","0","0","0","0","0","0","0","1","0"
"t17411204-46","0","0","0","0","0","0","0","1","0"
"t17411204-47","0","0","0","0","0","0","0","1","0"
"t17411204-48","0","0","0","0","0","0","0","1","0"
"t17411204-49","0","0","0","0","0","0","0","1","0"
"t17411204-50","0","0","0","0","0","0","0","1","0"
"t17411204-51","0","0","0","0","0","0","0","1","0"
"t17411204-55","0","0","0","0","0","0","0","1","0"
"t17411204-59","0","0","0","0","0","0","0","1","0"
"t17411204-6","0","0","0","0","0","0","0","1","0"
"t17411204-61","0","0","0","0","0","0","0","1","0"
"t17411204-7","0","0","0","0","0","0","0","1","0"
"t17411204-8","0","0","0","0","0","0","0","1","0"
"t17411204-9","0","0","0","0","0","0","0","1","0"
"t17420115-1","0","0","0","0","0","0","0","1","0"
"t17420115-10","0","0","0","0","0","0","0","1","0"
"t17420115-11","0","0","0","0","0","0","0","1","0"
"t17420115-13","0","0","0","0","0","0","0","1","0"
"t17420115-14","0","0","0","0","0","0","0","1","0"
"t17420115-18","0","0","0","0","0","0","0","1","0"
"t17420115-19","0","0","0","0","0","0","0","1","0"
"t17420115-2","0","0","0","0","0","0","0","1","0"
"t17420115-22","0","0","0","0","0","0","0","1","0"
"t17420115-23","0","0","0","0","0","0","0","1","0"
"t17420115-24","0","0","0","0","0","0","0","1","0"
"t17420115-26","0","0","0","0","0","0","0","1","0"
"t17420115-27","0","0","0","0","0","0","0","1","0"
"t17420115-29","0","0","0","0","0","0","0","1","0"
"t17420115-30","0","0","0","0","0","0","0","1","0"
"t17420115-33","0","0","0","0","0","0","0","1","0"
"t17420115-34","0","0","0","0","0","0","0","1","0"
"t17420115-38","0","0","0","0","0","0","0","1","0"
"t17420115-40","0","0","0","0","0","0","0","1","0"
"t17420115-44","0","0","0","0","0","0","0","1","0"
"t17420115-46","0","0","0","0","0","0","0","1","0"
"t17420115-48","0","0","0","0","0","0","0","1","0"
"t17420115-5","0","0","0","0","0","0","0","1","0"
"t17420224-1","0","0","0","0","0","0","0","1","0"
"t17420224-10","0","0","0","0","0","0","0","1","0"
"t17420224-12","0","0","0","0","0","0","0","1","0"
"t17420224-17","0","0","0","0","0","0","0","1","0"
"t17420224-18","0","0","0","0","0","0","0","1","0"
"t17420224-2","0","0","0","0","0","0","0","1","0"
"t17420224-21","0","0","0","0","0","0","0","1","0"
"t17420224-22","0","0","0","0","0","0","0","1","0"
"t17420224-28","0","0","0","0","0","0","0","1","0"
"t17420224-29","0","0","0","0","0","0","0","1","0"
"t17420224-3","0","0","0","0","0","0","0","1","0"
"t17420224-31","0","0","0","0","0","0","0","1","0"
"t17420224-32","0","0","0","0","0","0","0","1","0"
"t17420224-36","0","0","0","0","0","0","0","1","0"
"t17420224-38","0","0","0","0","0","0","0","1","0"
"t17420224-4","0","0","0","0","0","0","0","1","0"
"t17420224-43","0","0","0","0","0","0","0","1","0"
"t17420224-44","0","0","0","0","0","0","0","1","0"
"t17420224-45","0","0","0","0","0","0","0","1","0"
"t17420224-49","0","0","0","0","0","0","0","1","0"
"t17420224-53","0","0","0","0","0","0","0","1","0"
"t17420224-54","0","0","0","0","0","0","0","1","0"
"t17420224-59","0","0","0","0","0","0","0","1","0"
