ID,CRIME_LOCATION,DEFENDANT_HOME
t18240603-67,"Chapel-court, St. Clement's-lane",
t18240603-69,"Rupert-street, Whitechapel",
t18240603-72,"Brick-lane, Whitechapel",
t18240603-77,Lower Thames-street,
t18240603-78,Water-lane,
t18240603-85,"Hare-court, Aldersgate-street",
t18240603-86,Gutter-lane,
t18240603-92,,
t18240603-93,"No. 33, New Belton-street",
t18240603-96,Whitechapel,
t18240603-98,"King-street, Covent-garden",
t18240715-102,,
t18240715-105,,
t18240715-112,"Leadenhall-street, opposite the India House",
t18240715-113,Newgate-street,
t18240715-118,just by St. Dunstan's church,
t18240715-118,just by St. Dunstan's church,
t18240715-119,Cheapside,
t18240715-121,"by the side of the Bank, towards Guildhall",
t18240715-123,just before I got to Shoe-lane,
t18240715-123,just before I got to Shoe-lane,
t18240715-126,Skinner-street,
t18240715-129,between Moor-lane and Grub-street,
t18240715-13,"Norton-street, Fitzroy-square",
t18240715-130,nearly opposite St. Andrew's church,
t18240715-130,nearly opposite St. Andrew's church,
t18240715-131,Hounsditch,
t18240715-133,"Plough-court, Fetter-lane",
t18240715-134,Gracechurch-street,
t18240715-137,Stepney,
t18240715-137,Stepney,
t18240715-138,"by the Vinegar-yard, City-road",
t18240715-139,Henry-street,
t18240715-140,Horse-guards,
t18240715-146,,
t18240715-147,,
t18240715-148,Regent-street,
t18240715-149,Twickenham,
t18240715-153,,
t18240715-156,"No. 4, Perkin's-rents",
t18240715-164,,
t18240715-169,,
t18240715-20,Piccadilly,
t18240715-21,Wardour-street,
t18240715-23,"Carlisle-street, Soho",
t18240715-26,"Glaremont-place, Kensington Gravel-pits",
t18240715-27,"Great Surrey-street, Blackfriars",
t18240715-29,Goswell-street,
t18240715-32,,
t18240715-35,"Frith-street, Soho",
t18240715-43,"Brunswick-place, Ball's Pond",
t18240715-51,,
t18240715-52,"St. John-street, going to Islington",
t18240715-61,Bow,
t18240715-62,Saffron-hill,
t18240715-63,"Red Lion street, Clerkenwell",
t18240715-70,"No. 4, Jewin-street",
t18240715-72,"Bull's Head, public house, Hitchen, in Herts",
t18240715-73,Hyde Park,
t18240715-74,Marlborough-street,
t18240715-76,"Harley-street, Marylebone",
t18240715-79,,
t18240715-81,,
t18240715-85,Whitechapel,
t18240715-87,Hyde Park,
t18240715-89,Pancrass-place,
t18240715-92,Whitechapel-road,
t18240715-95,near Exeter-change,
t18240715-96,,
t18240715-99,Finchley,
t18240916-10,,
t18240916-103,,
t18240916-104,,
t18240916-105,"Porter-street, Newport-market",
t18240916-120,"Cross-street, Grosvenor-square",
t18240916-121,,
t18240916-125,Bentinck-street,
t18240916-128,Picadilly,
t18240916-13,,
t18240916-131,Bartholomew fair,
t18240916-132,Mark-lane,
t18240916-133,Snow-hill,
t18240916-136,turning up Fetter-lane,
t18240916-136,turning up Fetter-lane,
t18240916-149,"Holywell-street, Strand",
t18240916-150,Winkworth buildings,
t18240916-153,"Dowling-place, Kingsland-road",
t18240916-156,"No. 50, Whitcomb-street",
t18240916-157,near Mr. Isaacson's shop,
t18240916-157,near Mr. Isaacson's shop,
t18240916-158,Great Prescot-street,
t18240916-16,"shop of Mr. Dowling, a haberdasher, in Newgate-street",
t18240916-161,"Austin's-buildings, Hackney",
t18240916-162,"Great Chapel-street, Westminster",
t18240916-167,,
t18240916-170,Shoreditch,
t18240916-171,corner of Berners-street,
t18240916-180,St. Andrew; Holborn,
t18240916-180,St. Andrew; Holborn,
t18240916-182,,
t18240916-193,St. Bartholomew182409160074Fair,
t18240916-209,,
t18240916-210,Petticoat-lane,
t18240916-211,,
t18240916-212,Covent-garden market,
t18240916-215,West Drayton,
t18240916-217,Bell-alley,
t18240916-223,"Field-lane, Holborn",
t18240916-224,"Cross-street, Soho",
t18240916-236,,
t18240916-24,Bulstrode-street,
t18240916-240,Bull-cross,
t18240916-249,,
t18240916-25,"Broad-street, Ratcliff",
t18240916-251,"Little Russel-street, opposite the church",
t18240916-253,"High-street, Shadwell",
t18240916-257,,
t18240916-261,"Black Lion-court, St. James's",
t18240916-27,Holborn,
t18240916-28,Islington,
t18240916-280,"Little Earl-street, Seven-dials",
t18240916-29,"Denmark-street, St. Giles's",
t18240916-35,"City-road, near the vinegar-yard",
t18240916-38,,
t18240916-39,"brickfield, in Bow Common Lane, near the Regent's Canal",
t18240916-39,"brickfield, in Bow Common Lane, near the Regent's Canal",
t18240916-39,"brickfield, in Bow Common Lane, near the Regent's Canal",
t18240916-4,Opera House,
t18240916-41,Hackney,
t18240916-43,,
t18240916-46,Cloth-fair,
t18240916-50,"Long-alley, Moorfields",
t18240916-54,Redcross-square,
t18240916-54,Redcross-square,
t18240916-58,"corner of Short-street, Moorfields",
t18240916-59,Leadenhall-street,
t18240916-65,"Paradise-street, Chelsea",
t18240916-67,Finchley,
t18240916-69,Bethnal-green,
t18240916-70,George-yard,
t18240916-71,Long-acre,
t18240916-72,New North-road,
t18240916-74,Covent-garden-market,
t18240916-75,Ratcliff-highway,
t18240916-76,"Union-street, Whitechapel",
t18240916-80,James-street,
t18240916-86,garden near Spa-fields,
t18240916-87,"Cummins'-street, Pentonville",
t18240916-93,,
t18240916-94,ship Venus,
t18240916-95,"Cummins'-street, Pentonville",
t18241028-101,,
t18241028-102,Fleet-market,
t18241028-103,,
t18241028-105,to Old Change,
t18241028-105,to Old Change,
t18241028-106,,
t18241028-107,Smithfield,
t18241028-109,Fleet-street,
t18241028-11,,
t18241028-117,,
t18241028-120,Whitechapel-road,
t18241028-124,"North-street, Limehouse",
t18241028-125,Stanmore,
t18241028-127,Enfield,
t18241028-129,Chiswell-street,
t18241028-13,,
t18241028-140,"Berners-street, Oxford-street",
t18241028-145,"Sugar-loaf court, Bethnal-green",
t18241028-146,"Duke-street, Westminster",
t18241028-15,George-alley,
t18241028-154,,
t18241028-155,,
t18241028-158,Commercial-road,
t18241028-159,,
t18241028-160,Great James-street,
t18241028-163,,
t18241028-164,,
t18241028-166,,
t18241028-167,Fenchurch-street,
t18241028-169,,
t18241028-170,,
t18241028-177,,
t18241028-18,Little St. Thomas Apostle,
t18241028-182,"Baker-street, Enfield",
t18241028-19,,
t18241028-21,,
t18241028-25,"Golden-square, Westminster",
t18241028-27,,
t18241028-32,"No. 4, Grosvenor-place, St. George's, Hanover-square",
t18241028-33,"Eaton-street, Pimlico",
t18241028-37,Goswell-street,
t18241028-40,Lincoln's Inn,
t18241028-44,,
t18241028-47,,
t18241028-50,Birmingham-walk,
t18241028-51,Goswell-street,
t18241028-53,Goswell-street,
t18241028-57,"Barrosa-terrace, Cambridge-heath",
t18241028-61,,
t18241028-70,"No. 120, Holborn",
t18241028-75,Margaret-street,
t18241028-76,,
t18241028-77,"King-street, Bloomsbury",
t18241028-79,Highbury,
t18241028-8,Lime-street,
t18241028-82,High-Holborn,
t18241028-83,St. John-street road,
t18241028-87,,
t18241028-9,"corner of Cornhill, turning into Bishopsgate-street",
t18241028-90,,
t18241028-93,"Star, public-house, in Whitechapel",
t18241028-95,"Playhouse-yard, St. Luke's",
t18241202-10,"Crown-street, Finsbury",
t18241202-101,Acton,
t18241202-103,"Flask-row, Chelsea",
t18241202-120,"Two Chambers public-house, in the parish of St. George, Hanover-square",
t18241202-121,Aldersgate street,
t18241202-126,Commercial-road,
t18241202-130,Chelsea,
t18241202-133,"under the Elephant and Castle, public-house",
t18241202-136,"Hairbrain-court, Blue Anchor-street, Rosemary-lane",
t18241202-14,Vale of Health at Hampstead,
t18241202-141,"Wentworth-place, Mile End",
t18241202-144,"China-walk, Chelsea",
t18241202-145,,
t18241202-146,,
t18241202-15,Lamb's Conduit-passage,
t18241202-152,Belfont,
t18241202-156,Oxford-street,
t18241202-160,,
t18241202-163,"Pear-street, Westminster",
t18241202-164,Whitechapel-church,
t18241202-164,Whitechapel-church,
t18241202-169,,
t18241202-19,Welbeck-street,
t18241202-21,St. Martin's-lane,
t18241202-22,"Holly Bush, public-house, Hampstead",
t18241202-24,Strand,
t18241202-25,Holborn,
t18241202-31,Piccadilly,
t18241202-34,St. Mary Axe,
t18241202-40,"Bartholemew-close, coming to Smithfield",
t18241202-49,"St. Mildred's-court, Poultry",
t18241202-5,South Molton-street,
t18241202-54,Blackfriars-bridge,
t18241202-58,,
t18241202-62,Charter-house-lane,
t18241202-66,"Ship, public-house, in St. James's-street, Covent-garden",
t18241202-67,Windmill-street,
t18241202-67,Windmill-street,
t18241202-68,Greek-street,
t18241202-73,"Princes-street, Hanover-square",
t18241202-75,"King's-street, Golden-square, in the parish of St. James",
t18241202-77,"Marshall-street, Golden-square",
t18241202-79,Tavistock square,
t18241202-8,Long-acre,
t18241202-83,Giltspur-street,
t18241202-85,Sun-street,
t18241202-87,Blackfriars-bridge,
t18241202-94,Liquorpond-street,
t18250113-100,Shoe-lane,
t18250113-11,Gracechurch-street,
t18250113-117,Teddington Common,
t18250113-119,Enfield,
t18250113-120,Upper Gower-street,
t18250113-121,Newgate-street,
t18250113-121,Newgate-street,
t18250113-124,Holborn,
t18250113-128,Spanish Catholic chapel,
t18250113-137,,
t18250113-147,,
t18250113-149,,
t18250113-150,,
t18250113-151,Salisbury-court,
t18250113-154,"Cobourg house, in the Fulham road",
t18250113-157,"Craven-street, Fitzroy-square",
t18250113-162,St. Catherine-square,
t18250113-172,Barbican,
t18250113-174,Fulham,
t18250113-178,"Rectory-house, Parson's Green, Fulham",
t18250113-179,,
t18250113-18,"No. 15, Princes-street, Pimlico",
t18250113-184,Kensington,
t18250113-185,"Ryder's-court, Leicesrer-square",
t18250113-186,Great Peter-street,
t18250113-187,"Newmarket-street, Wapping",
t18250113-192,,
t18250113-197,Hendon,
t18250113-20,"Warwick-street, Charing-cross",
t18250113-200,"Fox and Peacock, public-house, Gray's Inn-lane",
t18250113-21,"Peacock public-house, Clare-market",
t18250113-22,St. Martin's-lane,
t18250113-24,New Bond-street,
t18250113-28,Cannon-street-road,
t18250113-30,"the Pheasant, public-house, in Gray's Inn-lane",
t18250113-35,"Glass-house-yard, Aldersgate-street",
t18250113-37,Oxford-street,
t18250113-4,,
t18250113-41,,
t18250113-44,Old-street,
t18250113-45,,
t18250113-46,"Charlton-street, Somers-town",
t18250113-5,Finchley,
t18250113-52,Grub-street,
t18250113-53,Holborn,
t18250113-58,"No. 3, Church-street, St. Giles in the Fields",
t18250113-63,,
t18250113-66,High-street. Shadwell,
t18250113-68,"High-street, St. Giles's",
t18250113-71,"Frith-street, Soho",
t18250113-72,"Dean-street, Soho",
t18250113-73,"Sun public-house, in East Smithfield",
t18250113-75,Down-street,
t18250113-76,Sloane-street,
t18250113-76,Sloane-street,
t18250113-85,St. John-street,
t18250113-86,,
t18250113-96,,
t18250113-97,,
t18250113-99,"King's Head, public-house, Pudding-lane",
t18250217-10,,
t18250217-100,Whitechapel,
t18250217-106,Norton Falgate,
t18250217-107,Cow-Cross-street,
t18250217-108,Holborn,
t18250217-114,"Ball's-pond, Islington",
t18250217-115,"Rickman's-gardens, Knightsbridge",
t18250217-125,"Plumber's-row, City-road",
t18250217-128,Little Bell-alley,
t18250217-13,Old-street,
t18250217-135,"Little Swan-alley, in the City",
t18250217-136,"Monmouth-street, St. Giles's",
t18250217-139,Wimpole Street,
t18250217-140,Nightingale Street,
t18250217-145,"Johnson-street, Sun Tavernfields",
t18250217-148,Stratford,
t18250217-15,Little Chelsea,
t18250217-152,"Durham-street, Hackney-road",
t18250217-153,Burton-row,
t18250217-16,Whitechapel,
t18250217-182,"Great Queen-street, Lincoln's-Inn Fields",
t18250217-190,Grosvenor-place,
t18250217-196,,
t18250217-197,Oxford-street,
t18250217-24,Oxford-street,
t18250217-34,Smithfield-bars,
t18250217-36,,
t18250217-38,"New Exchange-court, Strand",
t18250217-42,Upper Lisson-street,
t18250217-44,High Holborn,
t18250217-45,Lower Sloane-street,
t18250217-46,"Harcourt-street, Marylebone",
t18250217-50,Brook's-market,
t18250217-55,Tavistock-mews,
t18250217-57,Little Coram-street,
t18250217-60,"High-street, Shadwell",
t18250217-61,,
t18250217-66,"Warwick-street, Golden-square",
t18250217-76,Bishopsgate-street,
t18250217-79,"Mitre-court, Wood-street",
t18250217-80,Fenchurch-street,
t18250217-81,Watling-street,
t18250217-83,,
t18250217-84,Lloyd's Cricket-Ground,
t18250217-88,Upper Thames-street,
t18250217-89,,
t18250217-98,"Bowling Green-lane, Clerkenwell",
t18250217-99,Blue-coat-fields,
t18250407-101,"Jones-court, St. Giles's",
t18250407-104,Gloucester-place,
t18250407-105,,
t18250407-108,Shoreditch,
t18250407-111,Bow,
t18250407-113,"Chiswell-street, Moorfields",
t18250407-115,"No. 102, Fetter-lane",
t18250407-116,"Cherry-tree, public-house, Kingsland-road",
t18250407-120,Norton Falgate,
t18250407-121,Holborn,
t18250407-122,"Ellen-street, St. George's in the East",
t18250407-124,"No. 17, Tottenham-place",
t18250407-131,"Black-horse public house, Tower-hill",
t18250407-135,"Charlton-street, Somer's-town",
t18250407-140,Chancery-lane,
t18250407-141,Cromer-street,
t18250407-142,Oxford-street,
t18250407-145,"Ball-yard, Golden-lane",
t18250407-149,Tower-hill,
t18250407-152,"Harcourt-street, Mary-le-bone",
t18250407-156,Fleet-street,
t18250407-159,St. Martin's-le-grand,
t18250407-160,,
t18250407-162,,
t18250407-163,Snow-hill,
t18250407-163,Snow-hill,
t18250407-169,Fountain-court,
t18250407-171,"Sun-place, Limehouse",
t18250407-173,"Windsor Great Park, between Windsor and Hounslow, in the country of Middlesex",
t18250407-19,"Little Russell-street, Covent-garden",
t18250407-190,"Prospect-row, Hackney",
t18250407-192,"Berwick-street, St. James's",
t18250407-193,Bethnell-green-road,
t18250407-20,,
t18250407-201,"Union-place, Compton-street",
t18250407-204,Old Boswell-court,
t18250407-21,Crutched-friars,
t18250407-213,"Mitre-court, Milk-street",
t18250407-214,London-wall,
t18250407-214,London-wall,
t18250407-225,,
t18250407-23,,
t18250407-234,"Castle-street, Long acre",
t18250407-235,,
t18250407-25,"Rotten-row, Goswell-street",
t18250407-253,Houndsditch,
t18250407-253,Houndsditch,
t18250407-255,the Minories,
t18250407-257,"White Hart public-house, Clement's-lane",
t18250407-265,,
t18250407-27,Park-lane,
t18250407-28,Harley-street,
t18250407-30,Long-acre and Carburton-street,
t18250407-32,,
t18250407-34,"Oxford Arms, public-house, Camden-town",
t18250407-35,Edgware,
t18250407-44,"John-street, Edgware-road",
t18250407-48,,
t18250407-55,"Adam and Eve public-house, at Kensington",
t18250407-58,"Marchmont-street, Russell-square",
t18250407-64,the Strand,
t18250407-66,Westminster,
t18250407-69,Upper Clapton,
t18250407-7,"Sovereign-street, Paddington",
t18250407-72,Cannon-street-road,
t18250407-76,St. Giles,
t18250407-79,,
t18250407-82,Holborn,
t18250407-86,,
t18250407-92,"St. John Street, Clerkenwell",
t18250407-99,,
t18250519-100,Holborn,
t18250519-109,China-walk,
t18250519-110,"Vincent's-square, Westminster",
t18250519-117,"Upper Chapman-street, St. George's in the East",
t18250519-123,Kingsland-road,
t18250519-130,Watling-street,
t18250519-131,,
t18250519-132,"Leather-sellers'-buildings, London-wall",
t18250519-134,Stratford,
t18250519-136,Oxford-street,
t18250519-139,Fetter-lane,
t18250519-143,Fitzroy-market,
t18250519-148,Soho-square,
t18250519-152,Knightsbridge,
t18250519-155,"New-terrace, Kensington",
t18250519-158,"Red Lion-street, Holborn",
t18250519-160,East India House,
t18250519-164,Whitechapel,
t18250519-169,Davis-street,
t18250519-171,Covent-garden Theatre,
t18250519-174,Old Change,
t18250519-178,Long-lane,
t18250519-18,Upper Gower-mews,
t18250519-182,Fleet-street,
t18250519-183,Fleet-street,
t18250519-190,"Star, public-house at the corner of Skinner-street",
t18250519-191,Billingsgate,
t18250519-192,Giltspur-street,
t18250519-195,"White Horse Inn, Fetter-lane",
t18250519-23,"Type-street, Chiswell-street",
t18250519-26,,
t18250519-3,Long-acre,
t18250519-35,"Rosemary-lane, Ball's Pond-common",
t18250519-36,Old Ford,
t18250519-38,"King's Arms, public-house",
t18250519-40,Tower-hill,
t18250519-41,"Church-street, Bethnal-green",
t18250519-43,Copenhagen House,
t18250519-50,"Pine Apple-place, Edgware-road",
t18250519-51,"Park-crescent, Mary-le-bone",
t18250519-52,,
t18250519-53,Great Russell-street,
t18250519-54,Norton-falgate,
t18250519-56,"Princess-street, Leicester-square",
t18250519-66,,
t18250519-68,Fleet-street,
t18250519-69,Holborn-hill,
t18250519-70,Fleet-street,
t18250519-72,Bishopsgate-street,
t18250519-73,"Duke-street, Smithfield",
t18250519-74,Fenchurch-street,
t18250519-75,Bishopsgate-street,
t18250519-76,,
t18250519-78,Brewer-street,
t18250519-8,Whitecross-street,
t18250519-84,Oxford-street,
t18250519-85,"Manor-row, Tower-hill",
t18250519-88,St. Giles's,
t18250519-89,"Wilson-street, Finsbury-square",
t18250519-9,Fleet-street,
t18250519-90,"King-street, Old-street-road",
t18250519-92,"Brick-court, Temple",
t18250519-98,Hyde Park-corner,
t18250630-10,Doctor's-commons,
t18250630-100,,
t18250630-101,Long-acre,
t18250630-104,Shadwell High-street,
t18250630-108,Peerless-row,
t18250630-109,,
t18250630-111,Skinner-street,
t18250630-114,Fenchurch-street,
t18250630-116,Newgate-street,
t18250630-117,"Wheatsheaf public-house, in West Smithfield",
t18250630-12,St. Paul's church-yard,
t18250630-120,,
t18250630-122,,
t18250630-125,"St. James's, Westminster",
t18250630-131,"Great Queen-street, Lincoln's-inn-fields",
t18250630-134,,
t18250630-148,"Conduit-street, Paddington",
t18250630-150,,
t18250630-152,,
t18250630-156,"No. 7, Old Fish-street",
t18250630-157,"No. 5, Old Fish-street",
t18250630-16,"Princes-street, Soho",
t18250630-161,Fleet-street,
t18250630-168,Chancery-lane,
t18250630-24,,
t18250630-25,"Turnstile, in Holborn",
t18250630-26,"Red Cross, public-house, at the bottom of Tower-hill",
t18250630-29,,
t18250630-34,"Mary-street, Hampstead-road",
t18250630-43,,
t18250630-46,,
t18250630-49,Lisson Grove,
t18250630-55,,
t18250630-61,Baker-street,
t18250630-71,New Brentford,
t18250630-74,,
t18250630-75,,
t18250630-76,Hanway-street,
t18250630-78,,
t18250630-85,St. Giles's,
t18250630-89,,
t18250630-91,,
t18250630-96,"Bath-street, City-road",
t18250630-98,"Windsor-place, City-road",
t18250630-99,,
t18250915-1,Euston-square,
t18250915-10,"New-street, Covent-garden",
t18250915-103,"Princes-street, Bateman's-row",
t18250915-104,Sun-yard,
t18250915-113,Pennington-street,
t18250915-122,"Adam and Eve public-house, Church-street, Bethnal-green",
t18250915-125,Great Earl-street,
t18250915-126,"Bedfordbury, Covent-garden",
t18250915-127,Chiswell-street,
t18250915-130,Leg-alley,
t18250915-132,"King-street, Long-acre",
t18250915-136,White-row,
t18250915-139,"Triangle, at Hackney",
t18250915-145,,
t18250915-151,Bishopsgate-street,
t18250915-153,Fleet-street,
t18250915-155,,
t18250915-158,,
t18250915-160,Hammersmith,
t18250915-17,"St. George's, Hanover-square",
t18250915-181,Shadwell,
t18250915-197,"Gardener's-lane, Westminster",
t18250915-199,Portman-mews,
t18250915-212,"Frog-lane, Lower-road, Islington",
t18250915-213,Cambridge,
t18250915-215,Grosvenor-wharf,
t18250915-234,Albemarle-street Clerkenwell,
t18250915-238,"Bury-street, Bloomsbury",
t18250915-240,,
t18250915-245,Oxford-street,
t18250915-246,"High-street, St. Giles's",
t18250915-25,"South-place, Somers'-town",
t18250915-252,Holborn,
t18250915-253,St. Martin in the Fields,
t18250915-253,St. Martin in the Fields,
t18250915-254,,
t18250915-257,Cable-court,
t18250915-259,Fleet-street,
t18250915-262,Arlington-street,
t18250915-265,Brick-lane,
t18250915-266,New-road,
t18250915-267,Mortimer-street,
t18250915-268,St. Martin's-court,
t18250915-269,Wardour-street,
t18250915-276,"Ray-street, Clerkenwell",
t18250915-286,Johnson's-court,
t18250915-297,Oxford-street,
t18250915-299,"Tabernacle-walk, Tabernacle-square",
t18250915-30,Oxford-street,
t18250915-300,"King's-place, Commercial-road",
t18250915-309,Rosemary-lane,
t18250915-311,"Thames-bank, in the parish of St. George's, Hanover-square",
t18250915-315,,
t18250915-316,,
t18250915-321,Cheapside,
t18250915-322,,
t18250915-323,Cheapside,
t18250915-327,Bull and Mouth Inn,
t18250915-335,Cloth-fair,
t18250915-338,Whitefriars' New-wharf,
t18250915-339,Houndsditch,
t18250915-341,"Church-lane, Whitechapel",
t18250915-352,Temple-bar,
t18250915-355,London-bridge,
t18250915-361,"Bull's-head-court, Newgate-street",
t18250915-363,Bishopsgate-street,
t18250915-366,,
t18250915-375,,
t18250915-39,Gray's Inn-lane,
t18250915-41,"Turnmill-street, Clerkenwell",
t18250915-48,"Manor-house, King's-road, Chelsea",
t18250915-55,Chickweed-hill,
t18250915-57,"Manor-row, Tower-hill",
t18250915-6,Upper Bedford-place,
t18250915-6,Upper Bedford-place,
t18250915-73,Borough-road,
t18250915-75,Hoxton,
t18250915-76,"Fox and Bull public-house, at Knightsbridge",
t18250915-81,,
t18250915-83,"Prague-street, Paddington",
t18250915-86,"White Horse-court, Turnmill-street, Clerkenwell",
t18250915-9,,
t18250915-93,"Bagnio-court, Newgate-street",
t18250915-96,Fetter-lane,
t18250915-97,Cheapside,
t18250915-99,Gray's-inn-lane,
t18251027-101,"Union-street, Bishopsgate-street",
t18251027-106,"New-terrace, Mile-end",
t18251027-110,,
t18251027-111,Cornhill,
t18251027-116,Queenhithe-stairs,
t18251027-117,Treasury yard,
t18251027-12,Fleet-street,
t18251027-120,,
t18251027-121,,
t18251027-123,"Collingwood-terrace, Bethnal-green",
t18251027-125,Exmouth-street,
t18251027-130,"Upper Russell-street, Bryanstone-square",
t18251027-14,Newgate-street,
t18251027-141,Guardian Society's house,
t18251027-142,Princess-street,
t18251027-146,"Crown-street, Finsbury",
t18251027-147,Battle-bridge,
t18251027-148,"Homer-street, Mary-le-bone",
t18251027-149,Oxford-street,
t18251027-150,"King-street, Seven-dials",
t18251027-156,"James'-street, Lisson-grove",
t18251027-164,Whitecross-street,
t18251027-169,"Carrington-street, Clerkenwell",
t18251027-173,Regent-street,
t18251027-175,Cheapside,
t18251027-18,Strand,
t18251027-181,Leicester-square,
t18251027-182,Woodgate-court,
t18251027-184,"James'-court, James'-street, St. Lukes'",
t18251027-185,Great Queen-street,
t18251027-186,Tottenham-court-road,
t18251027-191,Blackfriars-road,
t18251027-192,James-street,
t18251027-21,Clare-market,
t18251027-24,,
t18251027-25,"Henrietta-street, Covent-garden",
t18251027-26,"Newcastle-street, in the Strand",
t18251027-27,Sloane-street,
t18251027-29,,
t18251027-30,Piccadilly,
t18251027-32,"Frederick-street, Regent's Park",
t18251027-35,Upper Arthur-street,
t18251027-39,,
t18251027-42,City-road,
t18251027-50,Islington,
t18251027-52,St. John-street,
t18251027-55,Fitzroy-square,
t18251027-57,,
t18251027-60,"Back-road, Islington",
t18251027-63,"High-street, Portland-town",
t18251027-67,"Three Castles public-house, St. Andrew's-hill",
t18251027-68,"Castle Inn yard, Wood-street",
t18251027-70,,
t18251027-71,,
t18251027-73,Holborn-hill,
t18251027-75,"Guardian asylum, Back-lane, Cannon-street-road",
t18251027-76,"Broad-street, St. Giles's",
t18251027-77,Kingsland-road,
t18251027-78,Little Castle-street,
t18251027-83,Dowgate-hill,
t18251027-84,Bishopsgate-street,
t18251027-85,Temple-lane,
t18251027-88,"Long-lane, Smithfield",
t18251027-89,Smithfield,
t18251027-92,"Wood-street, Cheapside",
t18251027-94,Long-lane,
t18251027-95,Aldersgate street,
t18251208-10,,
t18251208-101,,
t18251208-103,,
t18251208-105,Hackney,
t18251208-113,South Portman-mews,
t18251208-114,,
t18251208-118,,
t18251208-119,,
t18251208-120,Tottenham-court-road,
t18251208-124,"Albion-street, St. George's",
t18251208-125,"Holborn, near Middle-row",
t18251208-126,"Bow-street, Covent-garden",
t18251208-131,"Garrick's Head Tavern, Bow-street",
t18251208-132,Monmouth-street,
t18251208-134,Holborn,
t18251208-136,the Strand,
t18251208-137,,
t18251208-139,"Marsham-street, Westminster",
t18251208-140,Jermyn-street,
t18251208-141,"the Running Horse, Piccadilly",
t18251208-161,"Market-street, Westminster",
t18251208-165,,
t18251208-167,,
t18251208-172,"Commercial-road, Limehouse",
t18251208-19,,
t18251208-21,Thames-street,
t18251208-22,Lombard-street,
t18251208-36,"Middle-row, Holborn",
t18251208-36,"Middle-row, Holborn",
t18251208-38,"New Inn-yard, Old Change",
t18251208-39,Great Ayliff-street,
t18251208-47,Fleet-street,
t18251208-48,Fleet-street,
t18251208-48,Fleet-street,
t18251208-51,,
t18251208-56,,
t18251208-58,"No. 7, Edward-place, Ball's-pond",
t18251208-6,Grosvenor-street,
t18251208-64,,
t18251208-65,South Lambeth,
t18251208-74,Holborn,
t18251208-77,"Hospital-row, Chelsea",
t18251208-81,,
t18251208-83,Gray's-inn-lane,
t18251208-84,"Green-street, Leicester-square",
t18251208-89,Pall Mall,
t18251208-90,Long-acre,
t18251208-95,Golden-lane,
t18251208-99,Compton-street,
t18260112-10,Bishopsgate-street-without,
t18260112-102,Old Compton-street,
t18260112-107,"Tabernacle-walk, Shoreditch",
t18260112-11,"College-hill, Thames-street",
t18260112-112,St. John-square. Clerkenwell,
t18260112-114,Houndsditch,
t18260112-114,Houndsditch,
t18260112-117,"Cheshire-cheese, in Crutched-friars",
t18260112-122,High Holborn,
t18260112-123,"Elbow-lane, Ratcliff-highway",
t18260112-125,"King-street, Covent-garden",
t18260112-127,Ratcliff-highway,
t18260112-132,Drury-lane,
t18260112-137,Red-lion-street,
t18260112-140,,
t18260112-141,"President-street east, Goswell-road",
t18260112-142,,
t18260112-144,Great Saffron-hill,
t18260112-146,Camden-town,
t18260112-15,"Fashion-street, Bethnal-green",
t18260112-153,Oxford-street,
t18260112-154,Kendall-green,
t18260112-157,"Cotton-street, Poplar",
t18260112-158,,
t18260112-167,Arcade,
t18260112-167,Arcade,
t18260112-168,Piccadilly,
t18260112-178,Skinner-street,
t18260112-2,"Strutton-ground, Westminster",
t18260112-20,Bishopsgate-street,
t18260112-24,Holborn,
t18260112-30,Mary-le-bone-street,
t18260112-33,,
t18260112-36,,
t18260112-38,Paul's-wharf,
t18260112-39,Smithfield,
t18260112-41,Fleet-market,
t18260112-50,,
t18260112-51,,
t18260112-52,Holborn,
t18260112-55,Little Love-lane,
t18260112-58,Fleet-street,
t18260112-67,Covent-garden,
t18260112-69,,
t18260112-7,,
t18260112-72,"Rising Sun public-house, St. Pancras",
t18260112-82,"Hereford-street, Commercial-road",
t18260112-83,"Tottenham-road, Hackney",
t18260112-84,,
t18260112-85,"Mill-bank-street, Westminster",
t18260112-9,Austin-friars,
t18260112-96,,
t18260216-100,"Wentworth-street, Spitalfields",
t18260216-101,"High-street, St. Giles's",
t18260216-11,,
t18260216-110,Hoxton,
t18260216-111,Shoreditch parish,
t18260216-112,Old-change,
t18260216-115,Holborn,
t18260216-119,"Red-lion-passage, Spitalfields",
t18260216-125,Oxford-street,
t18260216-127,"Bennet-street, Westminster",
t18260216-129,Gray's-inn-lane,
t18260216-132,Cannon-street-road,
t18260216-133,,
t18260216-134,Drury-lane,
t18260216-135,Chiswell-street,
t18260216-141,Chandos-street,
t18260216-146,Fleet-street,
t18260216-149,Ludgate-hill,
t18260216-152,,
t18260216-153,,
t18260216-157,Golden-lane,
t18260216-159,,
t18260216-161,"Union-row, Bethnel-green",
t18260216-171,Islington,
t18260216-174,Drury-lane,
t18260216-176,"Devonshire-street, Mary-le-bone",
t18260216-18,"No. 1, Inner Temple-lane",
t18260216-187,,
t18260216-189,"Charles-street, Long-acre",
t18260216-191,"Apple Tree public house, Clerkenwell",
t18260216-192,,
t18260216-194,"Coach and Horses, public-house, King David-lane, Shadwell",
t18260216-197,,
t18260216-203,Feltham,
