"ID","DATESTAMP"
"t17390906-1","9/6/1739"
"t17381206-20","12/6/1738"
"t17400903-57","9/3/1740"
"t17381206-7","12/6/1738"
"t17370526-7","5/26/1737"
"t17380222-14","2/22/1738"
"t17370706-28","7/6/1737"
"t17370907-1","9/7/1737"
"t17380222-24","2/22/1738"
"t17380222-25","2/22/1738"
"t17361208-49","12/8/1736"
"t17361208-50","12/8/1736"
"t17361208-51","12/8/1736"
"t17370907-19","9/7/1737"
"t17380222-45","2/22/1738"
"t17360505-81","5/5/1736"
"t17361208-6","12/8/1736"
"t17361208-63","12/8/1736"
"t17380412-14","4/12/1738"
"t17380412-20","4/12/1738"
"t17380412-26","4/12/1738"
"t17380412-27","4/12/1738"
"t17380412-29","4/12/1738"
"t17380412-33","4/12/1738"
"t17380412-35","4/12/1738"
"t17360610-18","6/10/1736"
"t17371012-1","10/12/1737"
"t17371012-16","10/12/1737"
"t17360610-35","6/10/1736"
"t17360610-41","6/10/1736"
"t17360610-43","6/10/1736"
"t17371012-31","10/12/1737"
"t17360610-49","6/10/1736"
"t17360610-52","6/10/1736"
"t17371207-13","12/7/1737"
"t17360721-12","7/21/1736"
"t17360721-16","7/21/1736"
"t17360721-17","7/21/1736"
"t17371207-30","12/7/1737"
"t17360721-24","7/21/1736"
"t17370216-5","2/16/1737"
"t17370216-50","2/16/1737"
"t17370216-53","2/16/1737"
"t17371207-47","12/7/1737"
"t17380628-3","6/28/1738"
"t17380628-30","6/28/1738"
"t17360721-42","7/21/1736"
"t17360721-43","7/21/1736"
"t17360721-8","7/21/1736"
"t17370216-54","2/16/1737"
"t17360721-9","7/21/1736"
"t17370420-21","4/20/1737"
"t17370420-28","4/20/1737"
"t17371207-60","12/7/1737"
"t17371207-61","12/7/1737"
"t17371207-62","12/7/1737"
"t17380518-3","5/18/1738"
"t17360908-53","9/8/1736"
"t17370420-32","4/20/1737"
"t17371207-68","12/7/1737"
"t17380906-1","9/6/1738"
"t17370420-50","4/20/1737"
"t17370420-52","4/20/1737"
"t17370420-57","4/20/1737"
"t17370420-61","4/20/1737"
"t17371207-9","12/7/1737"
"t17380412-40","4/12/1738"
"t17380412-41","4/12/1738"
"t17361013-17","10/13/1736"
"t17361013-9","10/13/1736"
"t17361208-11","12/8/1736"
"t17361208-12","12/8/1736"
"t17361208-13","12/8/1736"
"t17370526-36","5/26/1737"
"t17380113-39","1/13/1738"
"t17380113-41","1/13/1738"
"t17380113-6","1/13/1738"
"t17360505-44","5/5/1736"
"t17370526-42","5/26/1737"
"t17430629-3","6/29/1743"
"t17430629-8","6/29/1743"
"t17430907-2","9/7/1743"
"t17440113-26","1/13/1744"
"t17440113-27","1/13/1744"
"t17440113-28","1/13/1744"
"t17450227-10","2/27/1745"
"t17440728-38","7/28/1744"
"t17440728-6","7/28/1744"
"t17450710-10","7/10/1745"
"t17430907-7","9/7/1743"
"t17440912-28","9/12/1744"
"t17431012-13","10/12/1743"
"t17431012-2","10/12/1743"
"t17450710-22","7/10/1745"
"t17431012-5","10/12/1743"
"t17441017-33","10/17/1744"
"t17440404-36","4/4/1744"
"t17441017-4","10/17/1744"
"t17441205-13","12/5/1744"
"t17450530-28","5/30/1745"
"t17440510-12","5/10/1744"
"t17441205-22","12/5/1744"
"t17450710-29","7/10/1745"
"t17431207-32","12/7/1743"
"t17431207-41","12/7/1743"
"t17440510-22","5/10/1744"
"t17441205-31","12/5/1744"
"t17431207-6","12/7/1743"
"t17441205-6","12/5/1744"
"t17440113-13","1/13/1744"
"t17430629-26","6/29/1743"
"t17420428-76","4/28/1742"
"t17420428-83","4/28/1742"
"t17430114-7","1/14/1743"
"t17410225-66","2/25/1741"
"t17420603-9","6/3/1742"
"t17420714-14","7/14/1742"
"t17411014-16","10/14/1741"
"t17411014-26","10/14/1741"
"t17420714-15","7/14/1742"
"t17430223-32","2/23/1743"
"t17430223-33","2/23/1743"
"t17410405-18","4/5/1741"
"t17410405-30","4/5/1741"
"t17411014-29","10/14/1741"
"t17411014-3","10/14/1741"
"t17411014-32","10/14/1741"
"t17410405-46","4/5/1741"
"t17411014-43","10/14/1741"
"t17411014-49","10/14/1741"
"t17411014-50","10/14/1741"
"t17420714-9","7/14/1742"
"t17410405-59","4/5/1741"
"t17410405-6","4/5/1741"
"t17411204-10","12/4/1741"
"t17411204-29","12/4/1741"
"t17410514-29","5/14/1741"
"t17411204-8","12/4/1741"
"t17410514-45","5/14/1741"
"t17420115-1","1/15/1742"
"t17421013-25","10/13/1742"
"t17430413-40","4/13/1743"
"t17430519-14","5/19/1743"
"t17410701-13","7/1/1741"
"t17410701-23","7/1/1741"
"t17420115-38","1/15/1742"
"t17420115-46","1/15/1742"
"t17420224-17","2/24/1742"
"t17421208-49","12/8/1742"
"t17410701-30","7/1/1741"
"t17410701-38","7/1/1741"
"t17421208-8","12/8/1742"
"t17420224-49","2/24/1742"
"t17420224-59","2/24/1742"
"t17430114-16","1/14/1743"
"t17410828-16","8/28/1741"
"t17410828-30","8/28/1741"
"t17410828-38","8/28/1741"
"t17430114-24","1/14/1743"
"t17410225-48","2/25/1741"
"t17410828-50","8/28/1741"
"t17420428-47","4/28/1742"
"t17430114-50","1/14/1743"
"t17430114-53","1/14/1743"
"t17410828-66","8/28/1741"
"t17520219-54","2/19/1752"
"t17530718-28","7/18/1753"
"t17520408-21","4/8/1752"
"t17520408-23","4/8/1752"
"t17520914-53","9/14/1752"
"t17520914-62","9/14/1752"
"t17520914-67","9/14/1752"
"t17520219-63","2/19/1752"
"t17520914-72","9/14/1752"
"t17520914-9","9/14/1752"
"t17530221-17","2/21/1753"
"t17530221-2","2/21/1753"
"t17530718-39","7/18/1753"
"t17521026-21","10/26/1752"
"t17530906-18","9/6/1753"
"t17521026-23","10/26/1752"
"t17521026-29","10/26/1752"
"t17521026-39","10/26/1752"
"t17521026-40","10/26/1752"
"t17530502-1","5/2/1753"
"t17530906-43","9/6/1753"
"t17521206-22","12/6/1752"
"t17530502-13","5/2/1753"
"t17531024-30","10/24/1753"
"t17520625-1","6/25/1752"
"t17531205-13","12/5/1753"
"t17531205-14","12/5/1753"
"t17520625-42","6/25/1752"
"t17521206-42","12/6/1752"
"t17530906-52","9/6/1753"
"t17530502-42","5/2/1753"
"t17530502-47","5/2/1753"
"t17530502-51","5/2/1753"
"t17531024-31","10/24/1753"
"t17531024-33","10/24/1753"
"t17520914-15","9/14/1752"
"t17520914-20","9/14/1752"
"t17530502-54","5/2/1753"
"t17531205-19","12/5/1753"
"t17530906-56","9/6/1753"
"t17531024-5","10/24/1753"
"t17520914-4","9/14/1752"
"t17530607-28","6/7/1753"
"t17520408-12","4/8/1752"
"t17460903-34","9/3/1746"
"t17470429-9","4/29/1747"
"t17470604-27","6/4/1747"
"t17450911-41","9/11/1745"
"t17460903-41","9/3/1746"
"t17470604-7","6/4/1747"
"t17470715-12","7/15/1747"
"t17450911-5","9/11/1745"
"t17461015-14","10/15/1746"
"t17470715-15","7/15/1747"
"t17470715-16","7/15/1747"
"t17451016-2","10/16/1745"
"t17461015-36","10/15/1746"
"t17461015-41","10/15/1746"
"t17461015-44","10/15/1746"
"t17451204-10","12/4/1745"
"t17460409-27","4/9/1746"
"t17470909-34","9/9/1747"
"t17451204-5","12/4/1745"
"t17461205-41","12/5/1746"
"t17461205-6","12/5/1746"
"t17471209-50","12/9/1747"
"t17471209-52","12/9/1747"
"t17460409-41","4/9/1746"
"t17460409-45","4/9/1746"
"t17470116-14","1/16/1747"
"t17471014-17","10/14/1747"
"t17460117-22","1/17/1746"
"t17460117-24","1/17/1746"
"t17460409-7","4/9/1746"
"t17471209-25","12/9/1747"
"t17470225-12","2/25/1747"
"t17460117-38","1/17/1746"
"t17470225-20","2/25/1747"
"t17471014-18","10/14/1747"
"t17460117-45","1/17/1746"
"t17470225-28","2/25/1747"
"t17471209-40","12/9/1747"
"t17471209-49","12/9/1747"
"t17460117-8","1/17/1746"
"t17460226-12","2/26/1746"
"t17460515-8","5/15/1746"
"t17460226-15","2/26/1746"
"t17460702-17","7/2/1746"
"t17470429-14","4/29/1747"
"t17460226-24","2/26/1746"
"t17460903-18","9/3/1746"
"t17480115-3","1/15/1748"
"t17480115-34","1/15/1748"
"t17480224-22","2/24/1748"
"t17480706-48","7/6/1748"
"t17480706-53","7/6/1748"
"t17490705-86","7/5/1749"
"t17490906-31","9/6/1749"
"t17480224-35","2/24/1748"
"t17480907-12","9/7/1748"
"t17490113-41","1/13/1749"
"t17490906-44","9/6/1749"
"t17490906-46","9/6/1749"
"t17480224-6","2/24/1748"
"t17490222-1","2/22/1749"
"t17480907-31","9/7/1748"
"t17490222-25","2/22/1749"
"t17480420-26","4/20/1748"
"t17490222-34","2/22/1749"
"t17490222-38","2/22/1749"
"t17491209-56","12/9/1749"
"t17490222-52","2/22/1749"
"t17490222-54","2/22/1749"
"t17490222-67","2/22/1749"
"t17490405-16","4/5/1749"
"t17480420-8","4/20/1748"
"t17481012-44","10/12/1748"
"t17490405-2","4/5/1749"
"t17490405-20","4/5/1749"
"t17480526-18","5/26/1748"
"t17481207-30","12/7/1748"
"t17481207-43","12/7/1748"
"t17481207-46","12/7/1748"
"t17481207-47","12/7/1748"
"t17491209-30","12/9/1749"
"t17491209-34","12/9/1749"
"t17480526-41","5/26/1748"
"t17481207-57","12/7/1748"
"t17480706-1","7/6/1748"
"t17481207-68","12/7/1748"
"t17481207-70","12/7/1748"
"t17490411-25","4/11/1749"
"t17490411-46","4/11/1749"
"t17491209-12","12/9/1749"
"t17480706-2","7/6/1748"
"t17480706-23","7/6/1748"
"t17490113-1","1/13/1749"
"t17490113-19","1/13/1749"
"t17490705-15","7/5/1749"
"t17491209-37","12/9/1749"
"t17490113-30","1/13/1749"
"t17490705-20","7/5/1749"
"t17490705-24","7/5/1749"
"t17490906-97","9/6/1749"
"t17480706-40","7/6/1748"
"t17510227-20","2/27/1751"
"t17510227-33","2/27/1751"
"t17500117-56","1/17/1750"
"t17510227-8","2/27/1751"
"t17511016-56","10/16/1751"
"t17500228-14","2/28/1750"
"t17500228-27","2/28/1750"
"t17511204-17","12/4/1751"
"t17511204-2","12/4/1751"
"t17500228-61","2/28/1750"
"t17500912-9","9/12/1750"
"t17510417-31","4/17/1751"
"t17510417-35","4/17/1751"
"t17511204-37","12/4/1751"
"t17500228-84","2/28/1750"
"t17501017-36","10/17/1750"
"t17501017-39","10/17/1750"
"t17520116-20","1/16/1752"
"t17500425-32","4/25/1750"
"t17500425-34","4/25/1750"
"t17500425-8","4/25/1750"
"t17500530-11","5/30/1750"
"t17501205-32","12/5/1750"
"t17501205-36","12/5/1750"
"t17501205-43","12/5/1750"
"t17500530-23","5/30/1750"
"t17500530-24","5/30/1750"
"t17501205-64","12/5/1750"
"t17501205-67","12/5/1750"
"t17500530-5","5/30/1750"
"t17500530-7","5/30/1750"
"t17500530-8","5/30/1750"
"t17511204-57","12/4/1751"
"t17520116-5","1/16/1752"
"t17510703-48","7/3/1751"
"t17511204-27","12/4/1751"
"t17500711-5","7/11/1750"
"t17510911-28","9/11/1751"
"t17510116-56","1/16/1751"
"t17510911-42","9/11/1751"
"t17510911-5","9/11/1751"
"t17500117-26","1/17/1750"
"t17500912-20","9/12/1750"
"t17510227-10","2/27/1751"
"t17510227-14","2/27/1751"
"t17570420-13","4/20/1757"
"t17551204-1","12/4/1755"
"t17551204-15","12/4/1755"
"t17551204-18","12/4/1755"
"t17561020-47","10/20/1756"
"t17570420-37","4/20/1757"
"t17551204-3","12/4/1755"
"t17560528-46","5/28/1756"
"t17560528-5","5/28/1756"
"t17561208-1","12/8/1756"
"t17570420-5","4/20/1757"
"t17551204-4","12/4/1755"
"t17560603-14","6/3/1756"
"t17570420-6","4/20/1757"
"t17551204-49","12/4/1755"
"t17570914-27","9/14/1757"
"t17560115-1","1/15/1756"
"t17560115-10","1/15/1756"
"t17560115-18","1/15/1756"
"t17560714-20","7/14/1756"
"t17570114-14","1/14/1757"
"t17570114-20","1/14/1757"
"t17560115-32","1/15/1756"
"t17560115-7","1/15/1756"
"t17560714-7","7/14/1756"
"t17560225-18","2/25/1756"
"t17560915-25","9/15/1756"
"t17570114-32","1/14/1757"
"t17570223-1","2/23/1757"
"t17560915-33","9/15/1756"
"t17561020-19","10/20/1756"
"t17561020-2","10/20/1756"
"t17570223-30","2/23/1757"
"t17560225-8","2/25/1756"
"t17561020-30","10/20/1756"
"t17570223-41","2/23/1757"
"t17570526-12","5/26/1757"
"t17560528-12","5/28/1756"
"t17551022-15","10/22/1755"
"t17570223-7","2/23/1757"
"t17541023-40","10/23/1754"
"t17550409-29","4/9/1755"
"t17540424-67","4/24/1754"
"t17540530-11","5/30/1754"
"t17540530-12","5/30/1754"
"t17540530-25","5/30/1754"
"t17541204-1","12/4/1754"
"t17540116-3","1/16/1754"
"t17541204-30","12/4/1754"
"t17540530-32","5/30/1754"
"t17550515-37","5/15/1755"
"t17540116-9","1/16/1754"
"t17540717-1","7/17/1754"
"t17550702-20","7/2/1755"
"t17550702-25","7/2/1755"
"t17540227-23","2/27/1754"
"t17540717-14","7/17/1754"
"t17550910-17","9/10/1755"
"t17550910-24","9/10/1755"
"t17540227-29","2/27/1754"
"t17540717-20","7/17/1754"
"t17550226-1","2/26/1755"
"t17550226-11","2/26/1755"
"t17540717-32","7/17/1754"
"t17540717-36","7/17/1754"
"t17550226-19","2/26/1755"
"t17550910-28","9/10/1755"
"t17540227-53","2/27/1754"
"t17540227-61","2/27/1754"
"t17540717-56","7/17/1754"
"t17540717-6","7/17/1754"
"t17550910-50","9/10/1755"
"t17540911-18","9/11/1754"
"t17540424-21","4/24/1754"
"t17540424-24","4/24/1754"
"t17540424-30","4/24/1754"
"t17540911-3","9/11/1754"
"t17550515-4","5/15/1755"
"t17550515-5","5/15/1755"
"t17540424-4","4/24/1754"
"t17540424-40","4/24/1754"
"t17540911-4","9/11/1754"
"t17540911-47","9/11/1754"
"t17550409-11","4/9/1755"
"t17550409-15","4/9/1755"
"t17540424-44","4/24/1754"
"t17540424-58","4/24/1754"
"t17600416-13","4/16/1760"
"t17600416-36","4/16/1760"
"t17600416-37","4/16/1760"
"t17600416-5","4/16/1760"
"t17610916-12","9/16/1761"
"t17600416-7","4/16/1760"
"t17600521-1","5/21/1760"
"t17600521-14","5/21/1760"
"t17620421-24","4/21/1762"
"t17610225-13","2/25/1761"
"t17610916-63","9/16/1761"
"t17600709-12","7/9/1760"
"t17610225-32","2/25/1761"
"t17610225-34","2/25/1761"
"t17610225-39","2/25/1761"
"t17611021-11","10/21/1761"
"t17611021-14","10/21/1761"
"t17610401-13","4/1/1761"
"t17610401-17","4/1/1761"
"t17611021-16","10/21/1761"
"t17611021-17","10/21/1761"
"t17620917-24","9/17/1762"
"t17600910-12","9/10/1760"
"t17610401-20","4/1/1761"
"t17611021-31","10/21/1761"
"t17621208-12","12/8/1762"
"t17610401-29","4/1/1761"
"t17600910-9","9/10/1760"
"t17610506-22","5/6/1761"
"t17610506-27","5/6/1761"
"t17601022-14","10/22/1760"
"t17611209-29","12/9/1761"
"t17611209-37","12/9/1761"
"t17621208-16","12/8/1762"
"t17601022-23","10/22/1760"
"t17601022-7","10/22/1760"
"t17621020-10","10/20/1762"
"t17610625-4","6/25/1761"
"t17620526-13","5/26/1762"
"t17600227-36","2/27/1760"
"t17600227-41","2/27/1760"
"t17620224-12","2/24/1762"
"t17600416-26","4/16/1760"
"t17600416-27","4/16/1760"
"t17571026-18","10/26/1757"
"t17580628-33","6/28/1758"
"t17590912-5","9/12/1759"
"t17590228-18","2/28/1759"
"t17590228-21","2/28/1759"
"t17571207-22","12/7/1757"
"t17580913-16","9/13/1758"
"t17590228-3","2/28/1759"
"t17591024-23","10/24/1759"
"t17590425-1","4/25/1759"
"t17580113-3","1/13/1758"
"t17590425-22","4/25/1759"
"t17580113-5","1/13/1758"
"t17580113-6","1/13/1758"
"t17580913-59","9/13/1758"
"t17580913-63","9/13/1758"
"t17590425-8","4/25/1759"
"t17590530-10","5/30/1759"
"t17600227-12","2/27/1760"
"t17590530-11","5/30/1759"
"t17600116-25","1/16/1760"
"t17581206-16","12/6/1758"
"t17590530-16","5/30/1759"
"t17590530-18","5/30/1759"
"t17580222-6","2/22/1758"
"t17590530-2","5/30/1759"
"t17591205-9","12/5/1759"
"t17580405-3","4/5/1758"
"t17581206-5","12/6/1758"
"t17591024-30","10/24/1759"
"t17591024-34","10/24/1759"
"t17580405-5","4/5/1758"
"t17590117-25","1/17/1759"
"t17590711-21","7/11/1759"
"t17590711-24","7/11/1759"
"t17580510-11","5/10/1758"
"t17590117-28","1/17/1759"
"t17590117-31","1/17/1759"
"t17570914-63","9/14/1757"
"t17580510-2","5/10/1758"
"t17580510-4","5/10/1758"
"t17640607-8","6/7/1764"
"t17641212-11","12/12/1764"
"t17641212-12","12/12/1764"
"t17641212-15","12/12/1764"
"t17640728-38","7/28/1764"
"t17640728-40","7/28/1764"
"t17641212-22","12/12/1764"
"t18290611-359","6/11/1829"
"t18290611-373","6/11/1829"
"t18290611-194","6/11/1829"
"t18290611-206","6/11/1829"
"t18290611-316","6/11/1829"
"t18290219-57","2/19/1829"
"t18290409-275","4/9/1829"
"t18290611-221","6/11/1829"
"t18280703-93","7/3/1828"
"t18280703-95","7/3/1828"
"t18280703-99","7/3/1828"
"t18290611-236","6/11/1829"
"t18290611-237","6/11/1829"
"t18290115-50","1/15/1829"
"t18290219-8","2/19/1829"
"t18290409-301","4/9/1829"
"t18300916-301","9/16/1830"
"t18300916-302","9/16/1830"
"t18300527-125","5/27/1830"
"t18300527-138","5/27/1830"
"t18300708-154","7/8/1830"
"t18300916-135","9/16/1830"
"t18300527-149","5/27/1830"
"t18300527-152","5/27/1830"
"t18300916-343","9/16/1830"
"t18300708-189","7/8/1830"
"t18300916-163","9/16/1830"
"t18300708-22","7/8/1830"
"t18300916-19","9/16/1830"
"t18300916-49","9/16/1830"
"t18300916-52","9/16/1830"
"t18300527-20","5/27/1830"
"t18300527-21","5/27/1830"
"t18300708-36","7/8/1830"
"t18300708-45","7/8/1830"
"t18300916-87","9/16/1830"
"t18300527-218","5/27/1830"
"t18300527-220","5/27/1830"
"t18300708-46","7/8/1830"
"t18300708-52","7/8/1830"
"t18300708-53","7/8/1830"
"t18301028-126","10/28/1830"
"t18301028-130","10/28/1830"
"t18300916-22","9/16/1830"
"t18300916-57","9/16/1830"
"t18300527-41","5/27/1830"
"t18300527-45","5/27/1830"
"t18300708-68","7/8/1830"
"t18300916-98","9/16/1830"
"t18300708-86","7/8/1830"
"t18300916-242","9/16/1830"
"t18300916-244","9/16/1830"
"t18301028-136","10/28/1830"
"t18301028-137","10/28/1830"
"t18300527-81","5/27/1830"
"t18300916-106","9/16/1830"
"t18300916-25","9/16/1830"
"t18300916-80","9/16/1830"
"t18300527-88","5/27/1830"
"t18300916-113","9/16/1830"
"t18300708-107","7/8/1830"
"t18300916-121","9/16/1830"
"t18300916-284","9/16/1830"
"t18300916-37","9/16/1830"
"t18300708-123","7/8/1830"
"t18300415-84","4/15/1830"
"t18300527-116","5/27/1830"
"t18300415-248","4/15/1830"
"t18291203-27","12/3/1829"
"t18300114-233","1/14/1830"
"t18300114-241","1/14/1830"
"t18300218-98","2/18/1830"
"t18300415-101","4/15/1830"
"t18300415-106","4/15/1830"
"t18300415-273","4/15/1830"
"t18300114-259","1/14/1830"
"t18300415-116","4/15/1830"
"t18300415-291","4/15/1830"
"t18291203-72","12/3/1829"
"t18291203-74","12/3/1829"
"t18300415-126","4/15/1830"
"t18300415-131","4/15/1830"
"t18300114-60","1/14/1830"
"t18300415-138","4/15/1830"
"t18300415-139","4/15/1830"
"t18300415-314","4/15/1830"
"t18300415-328","4/15/1830"
"t18300415-354","4/15/1830"
"t18300415-357","4/15/1830"
"t18300114-83","1/14/1830"
"t18300114-85","1/14/1830"
"t18300415-51","4/15/1830"
"t18300114-133","1/14/1830"
"t18300114-134","1/14/1830"
"t18300114-96","1/14/1830"
"t18300218-100","2/18/1830"
"t18300415-159","4/15/1830"
"t18300415-162","4/15/1830"
"t18300415-336","4/15/1830"
"t18300415-172","4/15/1830"
"t18300415-173","4/15/1830"
"t18300415-174","4/15/1830"
"t18300218-127","2/18/1830"
"t18300415-72","4/15/1830"
"t18300114-164","1/14/1830"
"t18300218-133","2/18/1830"
"t18300415-198","4/15/1830"
"t18300114-175","1/14/1830"
"t18300218-144","2/18/1830"
"t18300415-204","4/15/1830"
"t18300415-205","4/15/1830"
"t18300114-183","1/14/1830"
"t18300218-147","2/18/1830"
"t18300218-150","2/18/1830"
"t18300415-211","4/15/1830"
"t18300415-309","4/15/1830"
"t18300114-205","1/14/1830"
"t18300114-208","1/14/1830"
"t18300218-38","2/18/1830"
"t18300218-39","2/18/1830"
"t18300218-52","2/18/1830"
"t18310908-238","9/8/1831"
"t18310407-246","4/7/1831"
"t18310908-25","9/8/1831"
"t18310512-86","5/12/1831"
"t18310512-99","5/12/1831"
"t18310630-104","6/30/1831"
"t18310407-67","4/7/1831"
"t18310630-123","6/30/1831"
"t18310908-323","9/8/1831"
"t18310630-129","6/30/1831"
"t18310630-138","6/30/1831"
"t18310512-117","5/12/1831"
"t18310512-123","5/12/1831"
"t18310630-162","6/30/1831"
"t18310630-76","6/30/1831"
"t18310512-133","5/12/1831"
"t18310512-136","5/12/1831"
"t18310630-175","6/30/1831"
"t18310630-181","6/30/1831"
"t18310908-109","9/8/1831"
"t18310908-304","9/8/1831"
"t18310512-155","5/12/1831"
"t18310630-222","6/30/1831"
"t18310630-231","6/30/1831"
"t18310512-170","5/12/1831"
"t18310908-148","9/8/1831"
"t18310908-403","9/8/1831"
"t18310512-188","5/12/1831"
"t18310908-168","9/8/1831"
"t18310908-315","9/8/1831"
"t18310512-196","5/12/1831"
"t18310630-284","6/30/1831"
"t18310908-359","9/8/1831"
"t18310512-33","5/12/1831"
"t18310512-37","5/12/1831"
"t18310630-291","6/30/1831"
"t18310908-214","9/8/1831"
"t18310512-50","5/12/1831"
"t18310512-51","5/12/1831"
"t18310407-217","4/7/1831"
"t18310407-222","4/7/1831"
"t18301028-157","10/28/1830"
"t18301028-16","10/28/1830"
"t18301209-18","12/9/1830"
"t18310217-249","2/17/1831"
"t18301028-190","10/28/1830"
"t18301209-203","12/9/1830"
"t18301209-214","12/9/1830"
"t18310106-29","1/6/1831"
"t18301209-219","12/9/1830"
"t18310106-40","1/6/1831"
"t18310217-50","2/17/1831"
"t18301028-215","10/28/1830"
"t18301028-220","10/28/1830"
"t18301209-242","12/9/1830"
"t18301209-244","12/9/1830"
"t18310106-59","1/6/1831"
"t18310407-110","4/7/1831"
"t18301028-235","10/28/1830"
"t18310407-154","4/7/1831"
"t18301028-44","10/28/1830"
"t18310217-102","2/17/1831"
"t18301028-52","10/28/1830"
"t18301209-29","12/9/1830"
"t18301028-69","10/28/1830"
"t18301028-74","10/28/1830"
"t18301209-38","12/9/1830"
"t18301209-39","12/9/1830"
"t18310217-13","2/17/1831"
"t18301209-54","12/9/1830"
"t18301209-126","12/9/1830"
"t18310217-159","2/17/1831"
"t18310217-56","2/17/1831"
"t18301209-14","12/9/1830"
"t18310217-174","2/17/1831"
"t18301209-150","12/9/1830"
"t18310106-112","1/6/1831"
"t18310217-176","2/17/1831"
"t18310106-139","1/6/1831"
"t18320216-277","2/16/1832"
"t18320216-61","2/16/1832"
"t18320216-63","2/16/1832"
"t18320405-262","4/5/1832"
"t18320405-264","4/5/1832"
"t18320405-272","4/5/1832"
"t18320705-147","7/5/1832"
"t18320705-154","7/5/1832"
"t18320405-28","4/5/1832"
"t18320705-168","7/5/1832"
"t18320216-95","2/16/1832"
"t18320405-102","4/5/1832"
"t18320405-107","4/5/1832"
"t18320517-207","5/17/1832"
"t18320517-213","5/17/1832"
"t18320405-115","4/5/1832"
"t18320705-207","7/5/1832"
"t18320405-317","4/5/1832"
"t18320517-228","5/17/1832"
"t18320705-42","7/5/1832"
"t18320405-14","4/5/1832"
"t18320405-59","4/5/1832"
"t18320405-169","4/5/1832"
"t18320517-276","5/17/1832"
"t18320705-44","7/5/1832"
"t18320705-63","7/5/1832"
"t18320405-92","4/5/1832"
"t18320705-253","7/5/1832"
"t18320517-115","5/17/1832"
"t18320405-212","4/5/1832"
"t18320405-215","4/5/1832"
"t18320517-138","5/17/1832"
"t18320517-84","5/17/1832"
"t18320405-232","4/5/1832"
"t18320405-237","4/5/1832"
"t18320705-102","7/5/1832"
"t18320705-298","7/5/1832"
"t18320517-168","5/17/1832"
"t18320517-179","5/17/1832"
"t18320216-249","2/16/1832"
"t18320705-122","7/5/1832"
"t18320216-48","2/16/1832"
"t18310908-64","9/8/1831"
"t18311201-123","12/1/1831"
"t18311201-91","12/1/1831"
"t18311020-109","10/20/1831"
"t18320216-130","2/16/1832"
"t18311201-141","12/1/1831"
"t18311201-170","12/1/1831"
"t18320105-123","1/5/1832"
"t18320105-125","1/5/1832"
"t18320105-129","1/5/1832"
"t18320216-158","2/16/1832"
"t18320216-166","2/16/1832"
"t18311020-151","10/20/1831"
"t18311201-184","12/1/1831"
"t18320216-198","2/16/1832"
"t18311020-168","10/20/1831"
"t18311201-187","12/1/1831"
"t18311201-188","12/1/1831"
"t18320105-164","1/5/1832"
"t18320216-23","2/16/1832"
"t18311201-197","12/1/1831"
"t18320216-171","2/16/1832"
"t18320216-172","2/16/1832"
"t18311020-206","10/20/1831"
"t18320105-183","1/5/1832"
"t18311020-22","10/20/1831"
"t18311020-28","10/20/1831"
"t18311201-246","12/1/1831"
